ID,Language_ID,Name,Description,Example_IDs,Source,Schema
constr363,nort2966,Double Object Construction,"Oblique case (without a postposition) seems to be restricted to beneficiaries and addressees, but is also found with (alienable) possessors (p. 239).",ex1158;ex1159,oconnor-19921987,A T-obj R-obj V
constr364,nort2966,Benefactive Indirective Construction,"Oblique case (without a postposition) seems to be restricted to beneficiaries and addressees, but is also found with (alienable) possessors (p. 239).",ex1160;ex1161,oconnor-19921987,A R-obl T-obj V
constr365,nort2966,Monotransitive Construction,"Flagging is performed either through case suffixes or enclitics. In the former case A is unmarked and P has a special marker. In the latter case, both A and P can be marked by special markers but marking is optional. Furthermore only animates take case-markers, inanimates are unmarked. There is no indexing.",ex1193;ex1194,oconnor-19921987,A(=sbj) P(-obj) V
constr366,kamb1299,Double Dative Indexing Construction,,ex1167;ex1169,klamer-1998[146 ff],(A) V=r(=t) T R
constr367,kamb1299,Monotransitive Construction,"Neither A or P is flagged. Also (free) pronouns do not distinguish between grammatical functions. Indexing is rather accusative insofar as A is indexed by nominative proclitics (which alternate with the genitive in nominalized “backgrounded” clauses). P is indexed by the accusative enclitics (in case when P is definite, otherwise is unmarked). Yet this statement should be qualified insofar as Kambera is split intransitive languages, with multiple minority patterns with different encoding of S.",ex1168;ex1171,klamer-1998,A subj[A].V.obj[P] P
constr368,hupa1239,Applicative R-Indexing/Incorporating Construction,"In this construction T is indexed by the object agreement (is zero in 3rd person), while R is ‘incorporated’ together with the postposition –wa:, which C calls alternatively an ‘incorporated postposition’, a preverb, but also an applicative. Thus, indexing is indirective insofar as R is introduced by a separate marker. In terms of flagging the construction is neutral: T is unmarked, R is normally not lexically encoded, but if it is then would be equally unmarked",ex1181,campbell-2010,A (R ) T r/p-APPL-t/p-a/s-V
constr369,hupa1239,Indirective Postpositional Construction,"This construction is indirective in terms of both flagging and indexing: R is introduced by the postposition, T is unflagged. The verb agrees (apart from the subject) with T through the object agreement prefixes. The verbs which allow for both constructions, the alternation is similar to dative movement insofar as the applicative construction implies transfer of possession, while the indirective just caused motion. Note that the base verb is a (transitive) motion verb.",ex1182,campbell-2010,A R+ch'ing T obj[T].subj[A].V
constr370,hupa1239,Neutral Accusative Construction,No flagging of arguments. Both A and P are indexed on the verbs by subject and object prefixes.,ex1293,campbell-2010,A P obj[P].subj[A].V
constr371,yura1255,Derived Double Object Construction,"All the core arguments are unmarked for case. All ditransitive verbs are derived by applicative or causative formation. Indexing is usually secundative, as object agreement prefixes refer to the applied object; yet when the T is pronominal, it would also be indexed by another object prefix.",ex1195;ex1196;ex1227;ex1229;ex1228,gijn-2006[154/173],A R T r/p-appl-V-a/s
constr372,yura1255,Monotransitive Construction,"p. 144. A/S is indexed by the subject suffixes, P by object prefixes, which differ not only in the position but also in form (1sgS –y vs. 1sgO ti-).",ex1201,gijn-2006,A P obj[P].V.subj[A]
constr373,neoaramaictelkepe,Secundative Construction with Pronominal R,"This construction is used when R is a pronoun, and the T is indefinite. In this construction, object agreement indexes R. T remains unmarked (R is normally not expressed)",ex1202,ch001coghilltv,A V.subj[A].obj[R] T
constr374,neoaramaictelkepe,Mixed Construction,"Here the alignment is mixed insofar as flagging is rather indirective (the R is introduced with the dative preposition ta), while indexing is secundative: the verbs agrees with the R. This construction is used when R is definite and T indefinite",ex1203,ch001coghilltv,A V.subj[A].obj[R] ta+R T
constr375,neoaramaictelkepe,Indirective Unmarked Construction,"In this construction both flagging is indirective: the R is introduced with the dative preposition ta, there is no indexing on the verb. This construction is used when both T and R are indefinite",ex1204,ch001coghilltv,A V.subj[A] T ta+R
constr376,neoaramaictelkepe,Indirective T-Indexing Construction,"In this construction both flagging and indexing are indirective: the R is introduced with the dative preposition ta, and the verb agrees with the T. This construction is used when T is definite and/or pronominal and R indefinite, or when T is a 1st-2nd person (in this case also it should be marked in preference to R).",ex1205;ex1206,ch001coghilltv,A V.subj[A].obj[T] T ta+R
constr377,neoaramaictelkepe,Double Indexing Construction,"In this construction both R and T are marked by the object prefixes, in that order. (T is introduced by the –i- suffix; it is not clear whether it is a morphonological phenomenon, or one should regard the alignment as secundative with special T-agreement suffixes). In this pattern neither R or T are normally expressed as lexical NPs. This construction is used when both R and T are pronominal except fro cases when T is 1st-2nd person, in which case the indirective construction should be used",ex1207,ch001coghilltv,(A) V-a/s-r/p-(i)t/p (T [ta R])
constr378,neoaramaictelkepe,Pronominal P Construction,"In this construction, A is unmarked and indexed by the subject agreement, while the pronominal P is indexed on the verb.",ex1208,ch001coghilltv,A V.subj[A].obj[P]
constr379,neoaramaictelkepe,Definite P Construction,"This is an accusative construction, as A is unmarked, while the definite P is introduced by the dative preposition ta. Apart from the subject agreement suffixes, the verb additionally agrees with P through object agreement.",ex1209,ch001coghilltv,A V.subj[A].obj[P] ta+P
constr380,neoaramaictelkepe,Indefinite P Construction,"This is a neutral construction, where both A and P are unmarked. There is no object agreement on the verb, but the verb agrees with its subject.",ex1210,ch001coghilltv,A V.subj[A] P
constr381,mian1256,Basic Ditransitive Construction,"The construction is neutral in terms of flagging, while indexing is rather indirective: T is marked with some ditransitive verbs (with Classifier prefixes), as it also happens with some monotransitive verbs. The R is cross-referenced by the special series of agreement suffixes. (The latter are reminiscent of the object prefixes found with few monotransitives, but are different in positions and somewhat different in form as well). The construction is only found with 2 verbs, which differ aspectually and show a slightly different behavior: the perfective ‘give’ -ub- and the imperfective ‘give’ -ka- (see ex. (8), (22) / 6635 & 6636 below). They use a slightly different sets of recipient agreement markers, but the general indexing alignment remains the same",ex1213;ex1214,fedden-2010,A R T obj[T].V.obj[R].subj[A]
constr382,mian1256,Basic Ditransitive Construction with the Zero Verb,"This construction is similar to the basic construction in alignment: flagging is neutral, indexing is indirective. Differently from the basic construction the verb is ‘zero’ with the general semantics of ‘handle’ (according to Fedden 2008++). When used monotransitively (without) recipient suffix, the meaning is usually ‘take’, when used with the recipient suffix the meaning is ‘give’. This construction has a separate series of recipient suffixes which end in –n. Fedden (2008++) explains the appearance of an extra -n- in the R suffix, as a vestige of the old auxiliary verb –n- (meaning ‘give’?). In other verbs he (following Foley) suggests that indirective indexing developed from reanalysis of a verb ad auxiliary into the single verb a form: o-V + o-Aux-s -> o-V-r-s. Thus a special series of indirective indexing developed from a contraction of object prefixes with the old auxiliary.",ex1215,fedden-2010,A R T t/p-ø-r-a/s
constr383,mian1256,Serializing Applicative Construction,"This construction is similar to the basic construction in alignment: flagging is neutral, indexing is indirective. Differently from the basic construction, the verb takes the applicative marker, derived from -ub- ‘give’. Fedden (2008++) characterizes this construction as ‘root serialization’ with ‘give’; as serialization is found elsewhere, yet ‘give’ serialization is similar to an applicative derivation, as it is more grammaticalized and undergoes phonological change (p. 7). Most ditransitive verbs, including TELL, SHOW, are derived (applicative). Interestingly, this construction is apparently restricted to the perfective, as in the imperfective, the verb can take the beneficiaries directly without the applicative suffix.",ex1216,fedden-2010,A R T t/p-V-APPL (‘give’)-r-a/s
constr384,mian1256,Monotransitive Accusative-Indexing Construction,"The monotransitive construction is neutral in terms of flagging and accusative in terms of indexing: the subjects are indexed by subject suffixes. Objects are unmarked with the majority of verbs (see ex. 2 / ex. 6639 below). Yet there are two groups of verbs where the object is marked by prefixes: a) 5 verbs with an object prefix: -tem^/-teme^ ‘look at, see’, -na^/-Ø ‘hit, kill’, -lô/—‘hit, kill’, -fu/—‘grab’, and -təma/— ‘bite’ (see ex. (7) / ex. 6640 below). b) ca. 50 verbs which use Classifier prefix for P/T indexing; these verbs include verbs of “object handling and manipulation or object movement”. Importantly, these verbs include ‘GIVE’, ‘SEND’, and ‘THROW’, where the Theme is marked. Most ditransitive verbs (including TELL, SHOW) belong to prefixless verbs, like the majority of monotransitives.",ex1217;ex1218,fedden-2010,A P (obj[P]).V.subj[A]
constr385,acat1239,Basic Double Object “Inverse” (Dative-Indexing) Construction,"In this construction R is indexed by the series of “dative” inflection (also used for P or some less canonical monotransitives). T is unmarked, R is also apparently unmarked (although no examples of an overt R are given). Thus indexing is secundative, while flagging is neutral. This construction has inverse features, as it is used when R (like P) is 1st or 2nd person. It can also be said to have ergative-secundative features as R like P is marked by agreement in preference to A.",ex1230;ex1231,wichmann-2010,V-(a2+)-r/p2 T (R) (A)
constr386,acat1239,Basic Double Object “Direct” (Pegative-Indexing) Construction,"In this construction, possible only when R is in the 3rd person singular, and a special “pegative” agreement (also used for A or some less canonical monotransitives) is used to index A. Thus, indexing is neutral. Flagging is neutral as well as both T and R are unmarked. This construction can be regarded as “direct” as it is used when R is in 3rd person, but it can also be called a kind of “antipassive” as it indexes the first (more A-like) argument rather than the second argument.",ex1232;ex1233,wichmann-2010,V-a-(+r/p2?) T R (A)
constr387,acat1239,Prepositional Secundative-Indexing Construction,"This construction is similar to the basic construction as far as indexing is concerned (note the pegative agreement), but R is prepositional here. More specifically, it is introduced by a locative relational noun in- , taking a possessive inflection to refer to R (or by the true preposition pa < Sp. para). It is not clear whether the dative construction is possible here or if the dative-indexing construction is restricted to unmarked R.",ex1234;ex1235,wichmann-2010,V.subj[A].obj[T] T in+R A
constr388,acat1239,Internal Benefactive Construction,"In this construction the (pronominal) beneficiary can be encoded as a possessor of the theme. The construction shows a regular (with monotransitives) ergative-absolutive alternation, regularly found (with) monotransitives (”absolutive agreement” is used when T is animate, and “ergative” is used elsewhere).",ex1236,wichmann-2010,V-(a-)(-t/p) T-r/pos (A)
constr389,acat1239,Basic Ergative-Absolutive Indexing Construction,"The ergative agreement is used when P is inanimate (in Wichmann’s term monopersonal - unmarked), the absolutive agreement is used when P is animate (in this case it is not clear, whether only P is marked or, additionally A as well, as suggested by the glosses).",ex1237,wichmann-2010,V.subj[A].obj[P] P A
constr390,acat1239,Dative-Pegative Indexing Construction,"Apparently, the construction shows the same type of pegative-dative alternation as ditransitives do. That is it indexed A (with ”pegative” agreement) if is P is 3rd person, and indexes P (through “dative” agreement) elsewhere. Thus like with ergative-absolutive alternation with canonical transitives, agreement here also shows hierarchical features.",ex1238,wichmann-2010,V-(a2)-(p2) P (A)
constr391,tima1241,Dative Nominal Construction,"R (and also beneficiary) is introduced by the preposition i-. T (like P) is unflagged. A is unflagged when preverbal, but is introduced by the ergative preposition if postverbal. This is a regular construction with most intransitive verbs, except for ‘give’. This construction is restricted to nominal rather than pronominal Rs. Benefactive verbs also take the dative construction (see Dimmendaal 2008++: ex. 24 / ex. 6679 below).",ex1254;ex1255,dimmendaal-2010,A subj[A].V.obj[T] T i+R
constr392,tima1241,Dative Pronominal Construction,"If R is pronominal it is still introduced by the preposition i-. The only complicating factor is that with pronominal recipients, the dative object undergoes an obligatory “dative shift” attaching (postcliticizing) to the verbs. This makes the pattern something intermediate between indirective flagging and indirective indexing.",ex1256,dimmendaal-2010,A a/s-V-(t/p)-[i-r] T
constr393,tima1241,Double Object Construction,"The only ditransitive verb which appears in the Double Object Construction is hI- GIVE. It takes R as a regular object P; both flagging ad indexing involves P-style marking, not dative marking. Cf. (accusative) object indexing in (Dimmendaal 2008++: ex. 40 / ex. 6681). Note, however, that the Double Object Construction occurs in possessor ascension constructions.",ex1257,dimmendaal-2010,A subj[A].V.obj[R] R T
constr394,tima1241,Accusative Construction,"If the subject is preverbal (SVO), there is no flagging of A and P. A/S is indexed by the subject prefixes. P can be indexed by object enclitics",,dimmendaal-2010,A subj[A].V.obj[P] P
constr395,tima1241,Ergative Construction,"If however, the P is preverbal and A postverbal (OVS), then A is introduced by a proclitic N-; this holds even when A is pronominal. In that case the ergative pronominal A is encliticized to the verb.",ex1258,dimmendaal-2010,P a/s-V-a-(p) n-A
constr396,mari1440,Double Object Construction,"In the Double object construction, A is marked by the subject (marked Nominative) case, while both R and T are unmarked. The verb agrees with the R (if 1,2 person; 3rd person agreement is zero). P, T, R are zero marked; Possessor is also unmarked. Further marking of obliques is optional.",ex1289;ex1290;ex1792;ex1793;ex1794,gordon-1986,A-sh T R r-V / A-sh R T r-V
constr397,mari1440,Monotransitive Construction,"A is marked by the subject (marked Nominative) case, while P is unmarked.",ex1292,gordon-1986,S-sh O V
constr398,emai1241,vbiee-Serial Verb Construction,"The verb vbiee is a serial verb with the meaning ‘be apparent’, which is interestingly also used in the sense of ‘teach’ as a main verb. This construction is used with verbs of speech as well as with SHOW. The verb in the ‘show’-construction is grammaticalized though, the same verb is used as GIVE in the applicative construction.",ex1284;ex1285,,A V T vbiee R
constr399,emai1241,hon- Serial Verb Construction,"This Serial Verb Construction involves the li/ni, its human noun complement and the predicate hon ‘hear.’ It is used with some verbs of speech: kpe ‘narrate’ , zoo ‘recount’, so ‘sing’.",ex1286,,A V T li R hon
constr400,emai1241,Monotransitive Construction,"There is no flagging or indexing. The subject and object are distinguished by word order which is AVP. P is frequently followed by a verb-final (or rather, VP-final) particle (the applicative li/ni also belongs to that set of particles).",ex1287,,A V P
constr401,teiwa,Double Object Construction,"This construction involves neutral flagging and secundative indexing. Is apparently possible only with an ‘give sb’, and also with this verb it is marginal.",ex1295,klamer-2010,A T R obj[R].V
constr402,teiwa,Basic (“Oblique”) Serial Verbs Construction,"This is the most frequent pattern with basic ditransitives. T is introduced by the “oblique” marker ma, which derives from a serial verb ‘come’. R is indexed on the verb. Even if R is missing, T must be introduced with ma: no valency effects.",ex1296;ex1297,klamer-2010,A T ma+R obj[R].V
constr403,teiwa,Non-Basic Serial Verbs Construction,"This is a less frequent construction with basic ditransitives. In this construction T is introduced (followed) by other (transitive) serial verbs like ‘hold’, take’, possibly also followed with ma ‘come’. In case of animate Ts only this construction is used.",ex1298;ex1299,klamer-2010,A T weg/pin (ma) R r/p-V
constr404,teiwa,Monotransitive Construction,"The construction is neutral in flagging, but accusative in indexing. Indexing is possible however only for animate objects. Word order is consistently AVP (only pronouns can shift to postnominal position).",,klamer-2010,A P (p-)V
constr405,popt1235,Indirective Prepositional Construction,"A and T are unflagged, R is introduced by the preposition (t)et. This preposition takes the pronominal (1,2 p.) object in a possessive form (w-et my-to ‘to me’).",ex1305;ex1318,grinevald-craig-1977[45 f];day-1973,AUX-t/p/s-a V A T tet R
constr406,popt1235,Monotransitive Construction,,ex1306,grinevald-craig-1977,V A P
constr407,kett1243,Indirective Dative Construction,"The majority of transfer verbs including one of the GIVE verbs occur in the Dative construction. The other verbs in this class include ‘bring’, ‘send’, ‘sell’, as well as ‘tell’. Flagging is indirective in that T like P is unmarked while R takes a dative suffix/enclitic. Indexing is also indirective as object agreement indexes the T.",ex1323;ex1324,nefedov-etal-2010,A T subj[A].obj[T].V R-dat
constr408,kett1243,Double Object Construction,"Ditransitive verbs occurring in the double object constructions represent a closed class in Ket. This type includes two other GIVE verbs, which differ in aspectual properties, as well as DRESS, RUB and COVER. The subject and both objects in DOC are unmarked, while the verb agrees (apart from the subject) with Recipient through an object agreement slot. Thus, the basic properties of DOC are as follows: flagging is neutral (both objects unmarked), indexing is (usually) secundative (object agreement indexes the Recipient); but see on animacy effects. An interesting property of this construction is that the verb includes an ‘applicative’ marker -b- which is formally identical to the inanimate object (argument) marker in P3.",ex1325;ex1326,nefedov-etal-2010,A R T a/s-r/p/s-”APPL”-V
constr409,kett1243,Benefactive Construction,With benefactive verbs Beneficiary appears in the Adessive case: Indexing is indirective as in the dative construction.,ex1327,nefedov-etal-2010,A T subj[A].obj[T].V R-adess
constr410,kett1243,Monotransitive Construction,"Monotransitive construction is neutral in terms of flagging: both A and P are unmarked (like S). With regard to indexing the picture is complicated by availability of several different transitive and intransitive patterns (conjugations). If one looks at the productive transitive patterns, alignment is rather split or active, in that the A is indexed in one slot (position 8 prefix), while P arguments in other positions (6, 4,3), and S can show variable positions in different conjugations aligning either with A or with P:",ex1328;ex1329,nefedov-etal-2010,A P subj[A].obj[P].V
constr411,zarm1239,Prepositional Indirective Construction,The R is marked by the postposition sè. The T may precede or follow the verb. (The construction alternates with a double-object construction in which R precedes and T follows the verb.),ex1379;ex1380,abdoulaye-2009,A V T R sè/A T V R sè
constr412,baou1238,Unmarked Double Object Construction,"This construction is found with only one verb kle ‘show, teach’. In this construction both objects are unmarked: R precedes T. This construction is used when R is higher than T on the person/animacy hierarchy (pronouns > proper nouns > common nouns), otherwise a serial verb construction will be used.",ex1384,ch001creisselskouadiotv,A subj[A].V R T
constr413,baou1238,Resumptive Double Object Construction,"This construction differs from the Unmarked Double Object Construction in that it additionally includes the resumptive pronoun referring to R. Formally the structure is identical to the construction with the internal possessor, as under the same conditions the resumptive pronoun can refer to the possessor. Thus ex. 19c / 6815 below can also mean ‘gave Kofi’s money’. Yet, extraction tests point that R is not an NP-internal possessor but rather is NP-external.",ex1385,ch001creisselskouadiotv,A (a/s-)V R (pro/r) T
constr414,baou1238,Secundative Serial Verb Construction,"This is a serial verb construction based on fà ‘take’ which introduces T. This construction is not easily distinguished from (asyndetic) coordination. This construction is used in particular when T is high (or higher than R) on the person/animacy hierarchy. With GIVE in the Resumptive Double Object Construction, T must be fronted in an SVC if T is definite: thus conditions on the use of SVC are somewhat different.",ex1386,ch001creisselskouadiotv,A fa+T V R
constr415,baou1238,Monotransitive Construction,"There is no flagging. No proper indexing either; however, the subject may be cross-referenced by proclitics. The indexing pattern is then accusative but optional.",ex1387,ch001creisselskouadiotv,A (subj[A]).V P
constr416,iton1250,Ditransitive Direct Construction,The pattern is neutral in flagging: no case marking on T and R. Indexing is secundative the verb indexes R through suffixes.,ex1401;ex1402,crevels-2010,subj[A].V.obj[R] A T R
constr417,iton1250,Ditransitive Inverse Construction,"The pattern is again neutral in flagging. Indexing is secundative insofar as agreement prefixes cross-reference R in inverse of ditransitives, while they cross-reference P with monotransitives.",ex1403;ex1404,crevels-2010,r/p-INV-V A T R
constr418,iton1250,Ditransitive Nonfinite Construction,"In this non-finite construction, flagging is neutral and indexing is secundative, as agreement suffixes index R (like P).",ex1405,crevels-2010,a/s/pos-V-r/p A T R
constr419,iton1250,Monotransitive Direct Construction,"There is no case marking of core arguments, both in nouns and free pronouns. A (like S) is indexed by subject prefixes, P is indexed by suffixes (only non-3 person Ps are indexed). The usual order is V A P. Direct monotransitive construction is used unless A is 3rd person and P is 1,2 person.",ex1406,crevels-2010,subj[A].V.obj[P] A P
constr420,iton1250,Monotransitive Inverse Construction,"Inverse monotransitive construction is used when A is 3rd person and P is 1,2 person. In this construction P is marked by prefixes and is followed by the inverse marker –k’i-. 3rd person A is not expressed.",ex1407,crevels-2010,p-INV-V A P
constr421,iton1250,Monotransitive Nonfinite Construction,"In non-finite subordinate clauses, A and S is indexed by the possessive-style agreement, while P is indexed by suffixes (even when 1,2 person). The indexing pattern is accusative throughout.",ex1408,crevels-2010,a/s/pos-SUB-V-p A P
constr422,indo1317,Symmetrical Ditransitive Construction,"Recipient and Theme are both unmarked, and there is no indexing. The word order is free among the postverbal arguments. In Bajau (as in other Western Austronesian languages), one argument is Topic (”focused”, “Subject”). In the (default) Object Voice, this is the P, the R or the T; in the Actor Voice (coded by initial nasal), this is the A. Only the Topic may be fronted, relativized and passivized; both the R and the T can be Topic in the Object Voice and can be fronted, relativized and passivized. The construction is thus fully symmatrical (=neutral alignment throughout).",ex1417;ex1418,donohue-1996[786-787],V A R T
constr423,indo1317,Monotransitive Construction,"In the (most frequent and morphologically unmarked) Object-Voice construction, the P is Topic. To relativize on A or to prepose it, the (derived) Actor-Voice construction has to be used.",ex1426;ex1427,donohue-1996[783-786],V A P
constr424,djam1255,Secundative Double Object Construction,"In this construction both objects are unmarked (in the absolutive). The A participant may be optionally marked by the ergative case (as in the monotransitive construction). Indexing is secundative: object agreement prefixes (following the subject agreement prefixes) refer to R. (Note however that alignment can switch to indirective if T is animate; see animacy effects). The Double Object Construction is not restricted to (semantic ditransitives), but is also found in possessor ascension constructions.",ex1428;ex1429,schultze-berndt-2010,A(-erg) subj[A].obj[R].V T R
constr425,djam1255,Indirective Dative Construction,"In this construction, T is unmarked and R takes a dative suffix. The object agreement prefix refers to T, so indexing is indirective here. However, R if animate is encoded by an oblique pronominal clitic (as animate oblique objects of monotransitives and intransitives). This construction is most typical for encoding of beneficiaries, but may also be used for addressees and (animate) Goals.",ex1430;ex1431,schultze-berndt-2010,A(-erg) subj[A].obj[T].V.obj[R] T R-dat
constr426,djam1255,Monontransitive Optional Ergative Construction,Flagging is ergative; yet the ergative (=instrumental) marking of As is optional. Indexing is accusative (for most person forms): by subject agreement prefixes followed by object agreement prefixes.,,schultze-berndt-2010,A(-erg) subj[A].obj[P].V P
constr427,chintang,Double Object Construction,"A is in the ergative case, both R and T are unflagged (are in the unmarked NOM case). Indexing is secundative: the verb agrees with R through the regular object agreement suffixes (these can appear in different slots).",ex1435;ex1436,bickel-etal-2010,A-erg R T subj[A].V.obj[R]
constr428,chintang,Indirective Construction,"A is in the ergative case, both R and T are unflagged (are in the unmarked NOM case). Indexing is secundative: the verb agrees with R through the regular object agreement suffixes (these can appear in different slots).",ex1437;ex1438,bickel-etal-2010,A.erg R.loc/all T subj[A]-V-obj[R]
constr429,chintang,Monotransitive Construction,"A is in the ergative case, P is unmarked. Indexing is apparently accusative though (even though the distributions of person markers across slots is complex).",,bickel-etal-2010,A-erg P subj[A].V.obj[P]
constr430,donn1238,Ditransitive Construction,"The R obligatorily takes the object marker -ñ, while the T never takes the object marker, even if animate and definite (animate and definite Ps always take the object marker, but inanimate Ps usually don’t take it).",ex1465;ex1463,culy-1995,A T R-obj V
constr431,donn1238,Monotransitive Construction,"A is unflagged but indexed on the verb, and P is flagged by the object-marking clitic (which also flags the R in ditransitives) under certain conditions, which are the subject of Culy (1995). Basically, animate P is flagged if it is a personal pronoun or animate, but it can also be flagged to disambiguate A and P (word order is fairly free).",ex1468;ex1469,culy-1995,A P(-obj) V.subj[A]
constr432,huic1243,Ditransitive Construction,"No flagging, V indexes the R.",ex134,ch05comrie1982[107],A T R subj[A].obj[R].V
constr433,mapu1245,Double Object Secundative Construction,"This is a basic ditransitive construction with secundative indexing and both objects unmarked. Only two basic ditransitive verbs form this construction though, all other verbs are applicatives. The Double Object Construction can be of the direct or inverse type, depending on the position of A vs. R on the animacy hierarchy.",ex1478;ex1479,golluscio-2008,A V.obj[R].subj[A] T R
constr434,mapu1245,Indirective Postpostional Construction,This is basically a monotransitive construction with R introduced as a postpositional adjunct. Most underived transitive verbs take this construction unless they take an applicative marker. It also appears in the direct vs. inverse form (depending on the ranking of A vs. T on the person/animacy hierarchy).,,golluscio-2008,A V-t/p-a/s T R mew
constr435,mapu1245,Monotransitive Construction,"Transitive constructions are either direct or inverse depending on the compliance with the animacy hierarchy: 1 > 2 > 3 > 3 proximate > 3 obviative. Unlike elu- ‘give’, wïlï ‘give away’ is monotransitive. In the direct construction apart from the A, P is marked (unless it is inanimate nonspecific). Indexing is accusative A/S arguments marked with suffixes often cumulative with mood tense/markers.",ex1494,golluscio-2008,A V.obj[P].subj[A] P
constr436,anci1242,Dative construction,"Flagging is indirective, the R is in dative, the T in accusative. The verb agrees through suffixes with the subject; hence indexing is neutral. The word order is fairly free but R usually precedes T.",ex1499;ex1502,riano-rufilanchas-2006,A-nom R-dat T-acc V.subj[A]
constr437,anci1242,Double accusative construction,"Flagging is neutral, both R and T are in accusative. The verb agrees through suffixes with the subject; hence indexing is neutral. The most common word order is again R before T. This construction is used with few ditrannsitives like prokaléO ‘offer’ , didáskO and paideúO ‘teach’, aitéO, erOtáw ‘ask’, and tréphO ‘feed’. All of these verbs however are also used with a more frequent dative construction",ex1500;ex1501,,A-nom R-acc T-acc V.subj[A]
constr438,anci1242,Accusative construction,"Flagging is accusative: A in nominative, P in accusative. The verb agrees through suffixes with the subject; hence indexing is also accusative. The word order is variable: SVO ~ SOV.",,,A-nom P-acc V.subj[A]
constr439,khva1239,Dative (lative) construction,Dative construction is used for permanent transfer of possession. It is indirective in terms of flagging; as well as indexing for some verbs which show verbal (gender) agreement. The dative construction is also used for beneficiaries.,ex1503;ex1505,,A-erg R-lat T(-abs) obj[T].V
constr440,khva1239,Allative (apud-lative) construction,"Like dative construction, the allative is also indirective in terms of flagging (and optionally indexing). Unlike the dative construction, the allative indicates temporary transfer. Thus, the semantic difference between the two constructions with GIVE is related to permanent/temporary distinction (not in itself how successful is the transfer). So ‘give as a gift’ (‘podaril’) takes DAT, ‘lend’ (‘odolzhil’) takes ALL. The allative construction is also used for encoding Goals.",ex1504;ex1506,,A.erg R.apud.lat T(abs) (p/t/s)-V
constr441,khva1239,Locative (cont-essive)construction,"Like dative and allative constructions, the locative is also indirective in terms of flagging (and optionally indexing). it is used with TELL, ASK, (also STEAL), but is also regular with morphological causatives.",ex1507;ex1508,,A.erg R.cont.ess T(abs) (p/t/s)-V
constr442,khva1239,Ergative construction,"The construction is ergative in terms of case, but also agreement for those verbs which have class-prefixes (cross-reference P/S arguments).",ex1521,,A.erg P(abs) (p/s)-V
constr443,nepa1252,Dative construction,"Like the monotransitive construction, this construction is obligatorily ergative in the past tenses, with an optional use of ergative marker on A in non-past tenses. R obligatorily takes the dative marker; T is unmarked (even if animate/definite (that is differential object marking is suspended in Nepali).",ex1526;ex1527,,A(-erg) R-dat T V.subj[A]
constr444,nepa1252,Optional ergative construction,"The construction is obligatorily ergative in the past tenses, with an optional use of ergative marker on A in non-past tenses. Additionally, the construction has differential object marking: animate Ps take a dative marker (unless they are indefinite/nonspecific).",,,A(-erg) R-dat P(-dat) V.subj[A]
constr445,cent2127,Secundative construction,R is in the absolutive and is cross-referenced by object agreement; T is in the instrumental (”ablative-modalis”) case and not indexed.,ex1537;ex1538,ch18miyaoka2010,A-erg R-abs T-ins V.subj[A].obj[R]
constr446,cent2127,Indirective construction,T is in the absolutive and is cross-referenced by object agreement; R is in the allative case and not indexed.,ex1539;ex1540,ch18miyaoka2010,A-erg R-all T-abs V.subj[A].obj[T]
constr447,cent2127,Ergative construction,P is in the absolutive and is cross-referenced by cumulative transitive inflection; A is in the ergative.,ex1560,ch18miyaoka2010,A-erg P-abs V.subj[A].obj[P]
constr448,akan1250,Monotransitive Construction,"Rigid word order, no flagging of full NPs, but some subject/object differences in person forms (e.g. ɔ-/-no in the 3rd singular).",ex1584;ex1585;ex1586,osam-1996[57-60],A V P
constr449,akan1250,Double Object Construction,"For many verbs, definite T arguments are excluded. ""There are only a small number of verbs in the language that permit definite Theme NPs"" (Osam 1996: 63), e.g. 'teach', 'ask', 'lend', 'show'. To express ditransitive clauses with definite T, the Take Serial Construction must be used.",ex1587;ex1599;ex2078;ex2077;ex2074;ex2073,osam-1996;saah-eze-1997,A V R T
constr450,koro1298,Double Object Construction,"The R precedes the T, and there is no marking. The order is strict for full NP objects, but a clitic pronoun object always precedes a full NP object.",ex1588,,A V R T
constr451,koro1298,Postpositional Recipient Construction,"The R is followed by the postposition nɛ, which may also mark the beneficiary. This construction is not possible when the R is a personal pronoun.",ex1589;ex1590,,A V R+nɛ T
constr452,koro1298,Transitive Construction,"Simple SVO pattern with no flagging or indexing. Normally personal pronouns are clitic forms, but independent personal pronouns can also be used.",ex1591,,A V P
constr453,mori1278,Double Object Construction,,ex1592,syea--2011,A V R T
constr454,zarm1239,Monotransitive construction,,ex1593,abdoulaye-2009,
constr455,abun1252,Ditransitive,recipient marked by preposition nai ‘to’,ex1594,"berry-berry-1999[52, 83]",
constr456,ainu1240,Ditransitive (BJ),,ex1595;ex1596;ex1597,,
constr457,akaw1239,Ditransitive,secundative,ex1598,stefanowitsch-2002,
constr458,akha1245,Ditransitive construction,,ex1600,hansson-2003[243],A R+áŋ T V
constr459,lala1268,Ditransitive construction,"no flagging, secundative indexing",ex1601,ross-2002d,A R T subj[A].V.obj[R]
constr460,east2443,Dative construction,indirective,ex1602,hyslop-2001[146],
constr461,nung1282,Ditransitive (BJ),indirective; kha31 is locational marker,ex1603,,
constr462,apur1254,Ditransitive (BJ),split between IO and PO,ex1604;ex1605;ex1606;ex1607,facundes-2000,
