ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Comment
constr228-cparam7,constr228,cparam7,cparam7-c5,,williamson-2003[81],neutral,"Indexing is neutral insofar as both R and T can be cross-referenced by object agreement, even though one can rarely see T agreement as 3rd SG object agreement is zero. (see example 6437)"
constr227-cparam7,constr227,cparam7,cparam7-c5,ex1044;ex1045,van-valin-1977[7];williamson-2003[108],neutral,"Thus it seems that object alignment is neutral, yet the –chi-prefix that expresses 1A-> 2P with monotransitives, expresses 1A> 2R, not 1A> 2T with GIVE. Thus, AGR also has secundative features. On the other hand, Williamson however, notes that the animate plural O prefix wicha- can indicate the plurality of either R or T (if animate). (wicha cannot be doubled though - for morphonological reasons?)"
constr229-cparam6,constr229,cparam6,cparam6-c1,,van-valin-1977,indirective,Flagging is rather indirective (with the proviso that R cannot normally be expressed at all it seems).
constr229-cparam7,constr229,cparam7,cparam7-c2,,van-valin-1977,indirective,Indexing is of course indirective (T is indexed by object agreement).
constr75-cparam4,constr75,cparam4,cparam4-c3,,,no indexing,
constr75-cparam5,constr75,cparam5,cparam5-c3,,,no indexing,
constr75-cparam1,constr75,cparam1,cparam1-c3,ex1054,dench-1995[231],either order,"Order of R and T is not fixed (see (9.127a-e) on p. 231 for variation in word order), apparently also here pragmatically determined. The resulting ambiguities are resolved not on the basis of word order, but on considerations of animacy, world knowledge."
constr75-cparam8,constr75,cparam8,cparam8-c1,ex1055;ex1056;ex1077;ex1078;ex1079,dench-1995[227 ff],either T or R,"Passive can be marked either by a special passive inflection cumulatively expressing TAM categories, or derivationally by the suffix –nguli-. In a ditransitive double accusative construction both objects can be passivized. Also the accusative beneficiary can be passivized. in a benefactive construction; cf. (ex. 6493 & 6494 below). Interestingly in case of malefactive arguments (of verbs like murnta-l- Take from) only the Source can be passivized, not T (cf. ex 6495 below)."
constr75-cparam12,constr75,cparam12,cparam12-c5,,dench-1995[237],no restrictions,WH-questions involve WH-fronting (question words are also used as indefinites). No ditransitive examples are given but apparently no restrictions.
constr230-cparam2,constr230,cparam2,cparam2-c2,,tamura-2000[164];refsing-1986,no flagging,"There is no flagging of core arguments, even on pronouns (otherwise free pronouns are emphatic). Refsing (1986) notes however, that indirect object can be optionally introduced by a postposition orun ‘to’. According to Refsing, this happens if R is stressed and fronted. Usually there are no markers in a double object construction (Tamura 2000). R is introduced by the optional directional preposition orun ‘to’ or orwa ‘from, by’. It is not clear whether the verb agrees with R in that construction as well. (Refsing 1986) Beneficiary can be alternatively introduced by wa kore. (Bugaeva 2008). On the other hand, caused motion verbs (like PUT) involve the use of the allative postpositional particle un ‘to; in; of’ (Tamura 2000: 131)"
constr230-cparam3,constr230,cparam3,cparam3-c2,,tamura-2000,no flagging,"There is no flagging of core arguments, even on pronouns (otherwise free pronouns are emphatic)."
constr230-cparam4,constr230,cparam4,cparam4-c5,ex1061;ex1586;ex1585,refsing-1986[145];tamura-2000[60],prefixes,"R is indexed via object agreement markers with ditransitive verbs, identical to the object agreement markers on monotransitive verbs. Unclear whether these object indexes can cooccur with free pronouns. (In the 3rd person, the index is zero.)"
constr230-cparam1,constr230,cparam1,cparam1-c4,,tamura-2000[181];refsing-1986[145],strict R > T,The usual order is A R T V.
constr230-cparam8,constr230,cparam8,cparam8-c1,,tamura-2000[63],either T or R,"Passive is of a transimpersonal origin; the indefinite (3rd) person subject prefix a- has been partially reanalyzed into the passive marker. This is obvious from the fact that it can co-occur with the agentive oblique (introduced by the ablative postposition). No ditransitive examples cited, but apparently both R and T can be topicalized in this quasi-passive construction. There are also other passive-like markers, including the resultative prefix ci- (also of a transimpersonal origin (ci-perpa ni RES-split wood ‘split wood’; p. 210), and the anticausative/middle voice prefix si- (si-etaye MID-pull ‘withdraw’; 205). No ditransitive examples are given."
constr230-cparam11,constr230,cparam11,cparam11-c5,,tamura-2000[123f / 189],either T or R or both,"Relativization including headless relatives with generic heads (pe ‘thing/smth’, kur ‘man; smb’) is pronominal gapping in case of core arguments. Under object relativization the subject (if 1,2 person) is marked on the verb as in the finite clause. Cf. an example of object relativization in (4.396b) ‘the chestnuts you carry’ (p. 189). Relativization of oblique postpositional NPs however involves retention of a postposition within the RC; 4.396e. No ditransitive examples are given but apparently both R and T are relativized by a gapping strategy as they are not marked by the postposition."
constr230-cparam12,constr230,cparam12,cparam12-c5,,tamura-2000[234],no restrictions,WH-questions involve no movement. Apparently no restrictions.
constr230-cparam9,constr230,cparam9,cparam9-c1,ex1063;ex1064,tamura-2000[204];refsing-1986,T or R,"Reflexives are expressed by the verbal reflexive yay- ‘self’. It appears that it marks coreference with R with (at least some) ditransitives: yay-usi (REFL-attach) attach to oneself’. In other cases however reflexives of ditransitive verbs seem to be indirective (cf. example below (6478)). (Tamura 2000: 204) Note also in the following example (6479) with a ditransitive derived by the applicative ko-, the reflexive indicates coreferentiality of A and the applied object/addressee: e-yay-ko-[u-epeke-re] tell a story to oneself > ‘think deeply, worry’. (Refsing 1986: 183) – Reflexives and reciprocals are verbal, and usually operate on secundative basis (A binds R). Yet it may be the result of the order/composition of the reflexive/reciprocal with the applicative in case of derived ditransitives. Since the reflexive/reciprocal markers precede the applicative prefix they expectedly mark A=R. However, they may also follow the applicative and in that case they apparently have indirective orientation (A=T)."
constr230-cparam10,constr230,cparam10,cparam10-c1,ex1065;ex1066;ex1067;ex1068;ex1069,tamura-2000[204];alpatov-etal-2007[1770],either T or R,"Reciprocals are marked by the verbal prefix u- . They seem to be mostly A/R oriented (see example 6480 below). (Tamura 2000: 204) An example (elicited) of a basic A/R reciprocal from Alpatov et al. 2007 see below (ex. 6481) Compare the following example (6482) where the reciprocal form of the applicative ditransitive indicates cross-coreferentiality between A and R/applied object. & example 6483. Compare a textual example of an applicative reciprocal (A cross-coreferential with the applied object/R): p. 1769; ex. (23) from Alpatov, Bugaeva & Nedjalkov 2007 Reflexives and reciprocals are verbal, and usually operate on secundative basis (A binds R). Yet it may be the result of the order/composition of the reflexive/reciprocal with the applicative in case of derived ditransitives. Since the reflexive/reciprocal markers precede the applicative prefix they expectedly mark A=R. However, they may also follow the applicative and in that case they apparently have indirective orientation (A=T)."
constr230-cparam7,constr230,cparam7,cparam7-c9,,tamura-2000,secundative,Ditransitives form a double object construction with secundative indexing (but it is not clear what happens if T is pronominal; the literature doesn't seem to contain any examples of such cases).
constr231-cparam6,constr231,cparam6,cparam6-c2,,bruening-2001[48],neutral,In terms of flagging this is a double object construction with neutral flagging. Ditransitive constructions are secundative insofar as direct/inverse pattern signals the relations between A and R. Thus R is a primary object.
constr231-cparam2,constr231,cparam2,cparam2-c2,,bruening-2001,no flagging,R is a primary object. No flagging on core arguments in either direct or inverse ditransitrive construction.
constr231-cparam7,constr231,cparam7,cparam7-c4,,bruening-2001[48],mixed,"Evidence for alignment in indexing is mixed. In the direct ditransitive construction (as in monotransitive) A is indexed through (person) prefixes and number suffixes. R (like P) is not indexed in the verb form, which is rather a secundative feature. On the other hand, the verb final suffix which registers (number of the obviative P in monotransitives registers number of T in ditransitives. This is then an indirective feature. Ditransitive constructions are secundative insofar as direct/inverse pattern signals the relations between A and R. Thus R is a primary object."
constr232-cparam6,constr232,cparam6,cparam6-c2,,bruening-2001[48],neutral,In terms of flagging the inverse construction is also neutral.
constr232-cparam7,constr232,cparam7,cparam7-c9,ex1085,bruening-2001[48],secundative,"Indexing is clearly secundative, as R (like P) is indexed through (person) prefixes and number suffixes. The verb final suffix (which registers the number of the obviative A in inverse monotransitives) registers number of T in ditransitives."
constr232-cparam2,constr232,cparam2,cparam2-c2,,bruening-2001,no flagging,No flagging on core arguments in either direct or inverse ditransitrive construction.
constr232-cparam3,constr232,cparam3,cparam3-c2,,bruening-2001,no flagging,No flagging on core arguments in either direct or inverse ditransitrive construction.
constr231-cparam3,constr231,cparam3,cparam3-c2,,bruening-2001,no flagging,No flagging on core arguments in either direct or inverse ditransitrive construction.
constr231-cparam4,constr231,cparam4,cparam4-c3,,bruening-2001,no indexing,"R (like P) is not indexed in the verb form, which is rather a secundative feature."
constr231-cparam5,constr231,cparam5,cparam5-c8,,bruening-2001,suffixes,The verb final suffix which registers (number of the obviative P in monotransitives) number of T in ditransitives. This is then an indirective feature.
constr231-cparam1,constr231,cparam1,cparam1-c1,,bruening-2001[58],dominant R > T,The dominant word order is A V R T (“secondary objects follow primary objects when they co-occur 83% of the time”).
constr232-cparam1,constr232,cparam1,cparam1-c1,,bruening-2001[58],dominant R > T,"The dominant word order is A V R T (“secondary objects follow primary objects when they co-occur 83% of the time”). The word order in inverse seems to be identical to the direct one; see (Leavitt, 8) on monotransitives; otherwise the order is remarkably free and arguments are frequently missing."
constr232-cparam8,constr232,cparam8,cparam8-c1,ex1090,bruening-2001[44],either T or R,"There is an indefinite passive construction formed by deletion of the subject prefixes in the direct construction and through the use of a special indefinite suffix in the inverse configuration. No (finite) ditransitive examples are given, but see an example of T-passivization in a (subordinate?) clause (see ex. 6506 below) So apparently no restrictions: both R and T can be used in this construction."
constr233-cparam1,constr233,cparam1,cparam1-c2,,mackay-trechsel-2008[13];mackay-1991,dominant T > R,No example with two full NP objects is given by MacKay & Trechsel (2008). More often SVO but generally free. Judging from the examples (p. 383) of causative ditransitives the word order is more commonly A V T R (-=causee).
constr233-cparam2,constr233,cparam2,cparam2-c2,,mackay-trechsel-2008,no flagging,"The language does not make use of flagging. However, MacKay & Trechsel (2008) give no example of a full-NP recipient."
constr233-cparam3,constr233,cparam3,cparam3-c2,ex1091,mackay-trechsel-2008,no flagging,
constr233-cparam4,constr233,cparam4,cparam4-c5,ex1092;ex1091,mackay-trechsel-2008[236],prefixes,R/T affixes (may occur twice): 1SG kin- 2SG -na 3SG Ø 1PL kin-...-na 2PL taa-...-na 3PL laa-
constr233-cparam5,constr233,cparam5,cparam5-c6,ex1092,mackay-trechsel-2008,prefixes and/or suffixes,"R/T affixes (may occur twice): 1SG kin-, 2SG -na, 3SG Ø, 1PL kin-...-na, 2PL taa-...-na, 3PL laa-"
constr233-cparam6,constr233,cparam6,cparam6-c2,,,neutral,
constr233-cparam7,constr233,cparam7,cparam7-c5,ex1093,mackay-trechsel-2008[passim];mackay-1991[269f],neutral,That alignment of indexing is neutral in Misantla Totonac is one of the main points of MacKay & Trechsel (2008). Note that sentences may be ambiguous because of this neutrality. With ditransitive verbs (both basic and derived) both objects can be marked provided that “they do not use the same suffix” (i.e. must be different persons?). The order of the object markers seems to be driven by animacy hierarchy in the same way as the order of subject and object agreement markers. The order of the object markers seems to be driven by animacy hierarchy in the same way as the order of subject and object agreement markers.
constr233-cparam8,constr233,cparam8,cparam8-c2,ex1259;ex1260,mackay-trechsel-2008[235];mackay-1991[332/271ff],neither R nor T,"The language has no passivization. No real passive, but two passive like constructions. The inchoative suffix ta-, which performs a resultative function with transitive verbs, specifically object resulative/stative passive ‘be cut’ etc. With ditransitives marginally acceptable, then T is the derived subject (see ex. 258 / 6692 below). There is an indefinite subject form (suffix –kan) which can be used in a passive sense; ‘smb built the church, the church was built’. It can be used with any verb classes including ditransitive verbs; cf. p. 274 ex. 358 / ex. 6693 below."
constr233-cparam9,constr233,cparam9,cparam9-c1,ex1096;ex1265,mackay-trechsel-2008[245-249];mackay-1991[275],T or R,"MacKay & Trechsel (2008) only give examples of applicatives, but they claim that they behave just like basic ditransitive verbs. – The suffix -kan (which also marks the indefinite subject) can be used in the reflexive sense when there is an overt subject marker. In the later function it appears only with transitive and ditransitive verbs; with ditransitives it marks coreference with the R: p. 276; (370)"
constr233-cparam10,constr233,cparam10,cparam10-c1,ex1097,mackay-trechsel-2008[245-249];mackay-1991[279],either T or R,"MacKay & Trechsel (2008) only give examples of applicatives, but they claim that they behave just like basic ditransitive verbs. The reflexive –kan can also be used in the reciprocal function, when the prefixes indicate plurality of subjects and objects."
constr231-cparam11,constr231,cparam11,cparam11-c5,ex1099,bruening-2001[44 ff],either T or R or both,"In relative clauses a special participial-like form is used, which is called a “changed conjunct” form. The conjunct verbs unlike finite verbs have only suffixal agreement for the proximate argument, which cumulatively encodes direct/inverse. Additionally the head of the relative clause is indexed on the verb by the “final suffix”. Cf. an example of P-relativization (54): whale hear-3CONJ.INV ‘the whale that he hears’."
constr232-cparam11,constr232,cparam11,cparam11-c5,ex1099;ex1100;ex1101,bruening-2001[44 ff / 166 ff],either T or R or both,"In relative clauses a special participial-like form is used, which is called a “changed conjunct” form. The conjunct verbs unlike finite verbs have only suffixal agreement for the proximate argument, which cumulatively encodes direct/inverse. Additionally the head of the relative clause is indexed on the verb by the “final suffix”. Relative clauses are either externally or internally headed. External relative clauses are postnominal non-finite (with the conjunctive form of the verb). Apparently, both R and T can be relativized Similarly, both R and T seem to be accessible for relativization by the internal strategy."
constr231-cparam12,constr231,cparam12,cparam12-c4,ex1102;ex1103;ex1104,bruening-2001[144],both R and T,WH-questions by fronting of WH-phrase coupled with clefting: the verb appears in a conjunct forms characteristic of relative clauses. Apparently no restrictions on questioning objects.
constr235-cparam2,constr235,cparam2,cparam2-c4,ex1108,meira-1999[242/424],postposition,"R is introduced by the dative postposition =ja. The dative marker-postposition –ja is used as: R, animate Goal, Beneficiary, Causee, also Agent in the ergative (remote past) pattern and with nominalizations"
constr235-cparam6,constr235,cparam6,cparam6-c1,ex1114,meira-1999,indirective,"R is marked by the by the dative postposition =ja, A and T are unmarked. The same equally holds for nouns and pronouns. A and T are unmarked (and indexed on the verbs as far as hierarchical agreement permits it), R is introduced by the dative postposition =ja. Two dative markers are permissible (as in the causative construction on ditransitives in (67) on p. 554). / ex. 6531"
constr235-cparam3,constr235,cparam3,cparam3-c2,,meira-1999,no flagging,T is unmarked.
constr235-cparam7,constr235,cparam7,cparam7-c2,,meira-1999,indirective,A and P are indexed on the verbs by the agreement prefixes (which signal either a higher argument or both arguments cumulatively if they are equal).
constr235-cparam1,constr235,cparam1,cparam1-c3,ex1109;ex1110,meira-1999[582 f/ 532f],either order,"p.582-3. Word order is free/pragmatically determined (themes commonly appear in sentence-initially). The most frequent word order further depends on the clause type: in non-past tenses there is much variation (SOV being probably most frequent), while in past tenses OVS is more frequent. p. 532. One exception to word order freedom is a fixed position of O arguments before the verb, in case both A and O are 3rd person (see p. 532 ff. on OV combination being the only clear case for VP). This constraint apparently equally holds for P and T although no ditransitive examples are provided. This constraint reminds both of word freezing and (analytic) incorporation. The R argument (as well as A) can be moved freely; cf. preverbal R in (43a/6526) and postverbal R in (43b/6527)."
constr235-cparam8,constr235,cparam8,cparam8-c2,,meira-1999,neither R nor T,No Passive.
constr235-cparam11,constr235,cparam11,cparam11-c5,ex1115,meira-1999[574],either T or R or both,"Relativization is performed by the nominalizing suffixes, some of which are used to mark/relativize A, some other P. The only way to relativize a dative R/Beneficiary is through forming a benefactive verbalization: p..574; (85g)./6532 Reletivization of T should be possible, but no ditransitive example is given."
constr235-cparam12,constr235,cparam12,cparam12-c5,ex1115,meira-1999[560],no restrictions,Wh-questions involve wh-fronting. No restrictions on questioning are noted.
constr235-cparam9,constr235,cparam9,cparam9-c5,,meira-1999[254 f],see description,"Reflexives and reciprocals are marked by the verbal detransitivizing prefix ë(t)-. In addition to reflexive or reciprocal function (cf. ët-ënë ‘eat oneself/each other’), with some (creation) verbs it can bind a beneficiary: ëës-ë ‘cook food for oneself’). Usually it performs a reflexive (‘scratch oneself’), sometimes reciprocal."
constr236-cparam1,constr236,cparam1,cparam1-c3,ex1311;ex1312,bassene-2010,either order,"The word order depends on the animacy hierarchy: if T is higher or equal to R on the hierarchy it is V T R (see (11b), otherwise it is variable: both V T R (see 12a) / 6745 below and V R T (see (12b) / 6746 below are possible."
constr236-cparam2,constr236,cparam2,cparam2-c2,,bassene-2010,no flagging,Flagging is neutral: All the arguments appear unflagged in this construction
constr236-cparam6,constr236,cparam6,cparam6-c2,,bassene-2010,neutral,Flagging is neutral: All the arguments appear unflagged in this construction
constr236-cparam3,constr236,cparam3,cparam3-c2,,bassene-2010,no flagging,
constr236-cparam7,constr236,cparam7,cparam7-c5,ex1122,bassene-2010,neutral,"Indexing is also rather neutral as both objects can be optionally marked by object agreement. The verb agrees with the subject through prefixal agreement, and can also agree with any of the objects (or both) through suffixal agreement. As in monotransitives suffixal agreement is possible when the object as pronominal, or in case of 3rd person objects omitted or topicalized. The order of object agreement markers when both are present is: V-AGRr-AGRt. Cf. indexing of the two objects in (15b) / 6541 below"
constr236-cparam5,constr236,cparam5,cparam5-c8,,bassene-2010,suffixes,"suffixal agreement, optional unless the object is omitted/topicalized"
constr236-cparam8,constr236,cparam8,cparam8-c4,ex1123;ex1124;ex1313,bassene-2010,only T,An agentless passive construction in which the verb includes the derivational suffix –i. Only T (like P) can be passivized: T-passivization in (29b) / 6543 below. R-passivization is impossible (cf. the ungrammatical (30) / 6544 below) through a passive construction but a similar effect can be achieved through R-topicalization: (29c) / 6747 below
constr236-cparam9,constr236,cparam9,cparam9-c3,ex1125;ex1126,bassene-2010,only R,The co-reference between subject and object is marked by the verbal derivational suffix -oro. With ditransitive verbs verbal reflexive marks coreferentiality of A and R: R-reflexive in (32b) / 6545 below. The coreferentiality of A and T can be expressed by means of the nominal reflexive based on fu-xow ‘head’. T-reflexive in (33) / 6546 below.
constr236-cparam10,constr236,cparam10,cparam10-c3,ex1127;ex1128,bassene-2010,only R,"Reciprocalization is expressed by the reciprocal voice marker –or, which marks cross-coreferentiality of the A to either P or R: R-reciprocals in (36b) / 6547 below If cross-coreferentiality relates to T rather than R, the recipient is introduced by the preposition ni ‘at’: T-reciprocal in (37) / 6548 below NB it is not clear whether this allative strategy can also rescue other cases of where T is higher than R."
constr236-cparam11,constr236,cparam11,cparam11-c4,ex1129;ex1130,bassene-2010,either T or R (but not both),Relative clauses by postverbal dependent verbal forms; RC is introduced by the relativizer o- preceded by the class prefix (agreeing with te head of the RC). Both R and T can be relativized by means of that strategy: T relativization in (26b) / 6549 below R-relativization in (26c) / 6550 below
constr234-cparam7,constr234,cparam7,cparam7-c9,,graczyk-olph-2007,secundative,
constr234-cparam4,constr234,cparam4,cparam4-c5,,graczyk-olph-2007,prefixes,"Object agreement prefixes index R with ditransitives (if R is 1,2 person)."
constr234-cparam1,constr234,cparam1,cparam1-c3,ex1139;ex1140,graczyk-olph-2007[197],either order,"In monotransitives the order is SOV, with ditransitives both A T R V and A R T V are common; see (75/6559 below) and (76/6560 below)."
constr234-cparam8,constr234,cparam8,cparam8-c2,,graczyk-olph-2007,neither R nor T,No passive.
constr234-cparam11,constr234,cparam11,cparam11-c4,ex1142,graczyk-olph-2007[222 ff],either T or R (but not both),"Relative clauses are internally headed, although the relativized N (notional head) usually appears at the left edge of the RC. It is also commonly followed by the indefinite determiner. There are two basic types of relativizers, prefixed to the verb: subject relativizer is ak-, while non-subject relativizer is ala-. The latter is used to relativize different non-subject arguments: objects but also (bare) adverbials (locative, temporal, etc). In case of postpositional phrases, the postposition is retained. p. 421; (10) (ex. 6562 below) illustrates T-relativization in a headed RC."
constr234-cparam12,constr234,cparam12,cparam12-c5,ex1143,graczyk-olph-2007[421],no restrictions,"Information questions through the use of interrogative indefinite pronouns in combination with a clause-glottal stop. No WH-fronting is involved. Indefinite pronouns can be incorporated, which is frequent with sáapa ‘what(ever)’ (cf. ((17) on p. 422/ex. 6563 below). No ditransitive examples are given but apparently no restrictions."
constr234-cparam9,constr234,cparam9,cparam9-c5,ex1144,graczyk-olph-2007[149/201],see description,"By a special set of reflexive agreement (differing for person) in the object agreement slot. bihchi-wah-kuxshi ‘I help myself’, dihchi-wah-kuxshi ‘you help yourself’, etc. p. 201. Reflexive ihchi- is common on Ps of monotransitives but may also replace R of a ditransitive (p. 201, ex. 91 /ex. 6564 below)."
constr234-cparam10,constr234,cparam10,cparam10-c5,,graczyk-olph-2007[150],unclear,Reciprocals are marked by an invariant reciprocal pronominal bach- in the object prefix slot. No ditransitive examples are given
constr234-cparam13,constr234,cparam13,cparam13-c4,ex1145,graczyk-olph-2007[295],only theme,"With transitive verbs P is incorporated, with ditransitives one of the objects is incorporated. Examples (on p.279-80) include cases of P incorporation, but also T incorporation (see ex. 10 / 6565 below)."
constr234-cparam5,constr234,cparam5,cparam5-c3,,graczyk-olph-2007,no indexing,
constr237-cparam6,constr237,cparam6,cparam6-c2,,oconnor-19921987[160/86],neutral,"Flagging is neutral as both objects take the object form, and A the subject form. This picture is complicated by the fact that there are several ways of flagging (see flagging), as well as object flagging is optional. It seems to involve a kind of differential object marking, as inanimates are unmarked (Ps also As; 160). “indirect objects are indistinguishable from direct objects with respect to both ordering and case marking” (p. 86). Flagging is achieved either through inflectional suffixes, or encliticized 3rd person pronouns. It should be noted that since inanimates are generally unmarked, P-marking seems to appear on R rather than T."
constr237-cparam4,constr237,cparam4,cparam4-c3,,oconnor-19921987,no indexing,
constr237-cparam5,constr237,cparam5,cparam5-c3,,oconnor-19921987,no indexing,
constr238-cparam2,constr238,cparam2,cparam2-c8,ex1154,oconnor-19921987,suffixal case,"Beneficiary is marked by the oblique case. In some other cases, Beneficiary is introduced by the postposition khe ‘for’ (but on p. 174 khe is listed as a 1sg oblique)."
constr238-cparam3,constr238,cparam3,cparam3-c8,,oconnor-19921987,suffixal case,T optionally takes the P-case.
constr238-cparam9,constr238,cparam9,cparam9-c5,ex1155,oconnor-19921987[33/106],see description,"Verbal reflexive with the marker –a, which is usually accompanied by the pronominal reflexive k’aye. No ditransitive examples cited, but (47 / 6575 below) gives a example with beneficiary coreferential, kaye is followed by a benefactive postposition khe ‘for’."
constr238-cparam4,constr238,cparam4,cparam4-c3,ex1154,oconnor-19921987,no indexing,
constr238-cparam5,constr238,cparam5,cparam5-c3,ex1154,oconnor-19921987,no indexing,
constr237-cparam2,constr237,cparam2,cparam2-c8,,oconnor-19921987,suffixal case,"Since inanimates are generally unmarked, P-marking seems to appear on R rather than T."
constr237-cparam1,constr237,cparam1,cparam1-c6,,oconnor-19921987[86],unclear,"Not clear. Judging from the examples, more often A T R V. “indirect objects are indistinguishable from direct objects with respect to both ordering and case marking”."
constr237-cparam8,constr237,cparam8,cparam8-c1,ex1156,oconnor-19921987[33],either T or R,"Passivization is non-promotional no restrictions. Passive with the marker –ya. The A is suppressed in the passive construction. Passive seems to be impersonal; it is equally used with intransitives producing an impersonal form. O’Connor argues that the passive is generally impersonal as there is no evidence for P promotion. Apparently, no restrictions on formation from ditransitives; both objects seems to be retained in the following example (where the passive is further nominalized) (see ex. 49 p. 114 / 6576 below)."
constr237-cparam11,constr237,cparam11,cparam11-c3,ex1157;ex1158,oconnor-19921987[167],R and T,"Relativization is internal, no restrictions. Relative clauses are finite internally headed; the relative clause is followed by a demonstrative marking the role of relativized noun. There are apparently no restrictions on relativization of arguments; cf. relativization of the instrumental oblique in (ex. 23 / 6577 below)). No examples of relativization from the ditransitive proper construction, but relativization of T in a benefactive construction is exemplified in (ex. 22 / 6578 below)."
constr237-cparam9,constr237,cparam9,cparam9-c5,ex1155,oconnor-19921987[33/106],see description,"Verbal reflexive with the marker –a, which is usually accompanied by the pronominal reflexive k’aye. No ditransitive examples cited, but (47 / 6575 below) gives a example with beneficiary coreferential, kaye is followed by a benefactive postposition khe ‘for’."
constr237-cparam13,constr237,cparam13,cparam13-c5,,oconnor-19921987[32],recipient and theme,"Incorporation is semi-productive. “Object, direct, and goal” can be incorporated. No ditransitive examples cited."
constr234-cparam2,constr234,cparam2,cparam2-c2,,,no flagging,
constr234-cparam3,constr234,cparam3,cparam3-c2,,,no flagging,
constr234-cparam6,constr234,cparam6,cparam6-c2,,,neutral,
constr235-cparam5,constr235,cparam5,cparam5-c5,,,prefixes,"T is indexed like P by prefixes, as far as hierarchical alignment (mark the higher argument) allows it."
constr235-cparam4,constr235,cparam4,cparam4-c3,,,no indexing,
constr239-cparam2,constr239,cparam2,cparam2-c2,,klamer-1998,no flagging,
constr239-cparam3,constr239,cparam3,cparam3-c2,,klamer-1998,no flagging,
constr239-cparam6,constr239,cparam6,cparam6-c2,,klamer-1998,neutral,"There is no flagging of A, T and R arguments in this construction."
constr239-cparam4,constr239,cparam4,cparam4-c2,,klamer-1998,enclitics,R is indexed by the dative enclitics (in the first postverbal position). The dative enclitics seem to be prenasalized form of the accusative enclitic; cf. -ngga 1sD < (ng+) –ka 1sAcc. Synchronically though they should be rather treated as distinct (p. 62; cf. FN 68).
constr239-cparam5,constr239,cparam5,cparam5-c2,,klamer-1998,enclitics,"T is either unindexed (if indefinite), or else is indexed by the second dative enclitic (this has morphonological reasons: a second enclitic in a clitic sequence should be dative). The dative enclitics seem to be prenasalized form of the accusative enclitic; cf. -ngga 1SG.DAT < (ng+) -ka 1SG.ACC. Synchronically though they should be rather treated as distinct (p. 62; cf. footnote 68)."
constr239-cparam1,constr239,cparam1,cparam1-c2,ex1164,klamer-1998[86],dominant T > R,In general word order is pragmatically determined. The most usual word order is (A) V T R. However given As are usually omitted and new As can be also postverbal. Indefinite Ts tend to appear in postverbal position.
constr239-cparam8,constr239,cparam8,cparam8-c2,,klamer-1998[76],neither R nor T,"There is no passive, except for anticausative/spontatneous formation performed either by prenasalization or through involunatory ta- prefix (ta-bunggah ‘open (intr) unexpectedly’)."
constr239-cparam9,constr239,cparam9,cparam9-c1,ex1167,klamer-1998[131],T or R,Reflexives by a nominal reflexive wiki ‘self’. Apparently unrestricted in terms of object positions; cf. occurring in a T position of a derived ditransitive in ex. (156) / 6587 below.
constr239-cparam12,constr239,cparam12,cparam12-c5,,klamer-1998[333],no restrictions,WH-words seem to be usually fronted. No restrictions on questioning are mentioned. Note however that questions may involve clefting built on a relative clause.
constr239-cparam10,constr239,cparam10,cparam10-c3,ex1169,klamer-1998[188],only R,Reciprocal function can be expressed by the verbal intensive-causative marker. With ditransitives R can be in a reciprocal relation (cf. ex. (30b) / 6589 below).
constr239-cparam13,constr239,cparam13,cparam13-c2,,klamer-1998[228],no restrictions,"Incorporation through postposing the verb-nasal –ng after the object. Such incorporation is fairly unrestricted, not only NPs can be incorporated. No ditransitive examples are discussed."
constr239-cparam11,constr239,cparam11,cparam11-c3,ex1170;ex1171;ex1172,klamer-1998[318 ff/322],R and T,"Relative clauses are postnominal, usually introduced by the article. There is a distinction between subject relative clauses, with the relative prefix ma- on the verbs, and non-subject relative clauses with the relative prefix pa- on the verb. The latter can be used to relativize on both Ts and Rs. The A argument is indexed by the genitive enclitic. T (see ex. (30b) / 6590 below) and R ( see ex. (33a) / 6591 below). In case of T relativization, R apparently may be indexed on the verbs (as in a finite clause), but T cannot be marked on the verb if R is relativized (even when definite (see ex. (34b) / 6592 below)."
constr240-cparam2,constr240,cparam2,cparam2-c2,,campbell-2010,no flagging,
constr240-cparam3,constr240,cparam3,cparam3-c2,,campbell-2010,no flagging,
constr240-cparam4,constr240,cparam4,cparam4-c5,,campbell-2010,prefixes,"R is ""incorporated"" together with the ""postposition"" -wa:, which can be regarded as an applicative marker."
constr240-cparam5,constr240,cparam5,cparam5-c5,,campbell-2010,prefixes,T is indexed by the object agreement (is zero in 3rd person).
constr240-cparam6,constr240,cparam6,cparam6-c2,,campbell-2010,neutral,
constr240-cparam7,constr240,cparam7,cparam7-c5,,campbell-2010,neutral,Indexing is neutral if one regards this as an applicative marker (but is indirective if one counts -wa: as ‘incorporated postposition’).
constr240-cparam1,constr240,cparam1,cparam1-c3,,campbell-2010,either order,"Apparently, both orders are possible; however, R is normally missing in this construction."
constr241-cparam1,constr241,cparam1,cparam1-c3,ex1176;ex1177,campbell-2010[(2)],either order,Both orders are possible: cf. T R V in (1) and R T V in ex. (5) / 6601 below.
constr240-cparam8,constr240,cparam8,cparam8-c1,ex1180,campbell-2010[9],either T or R,Passive is of the impersonal type: the subject marker is deleted. As expected both objects are retained.
