ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Analyzed_Text,Original_Orthography,Translation_Other,Type
ex1598,egyp1253,tísmaħ tisalli-ni ʔakam-ak il-ħibr,tísmaħ	tisalli-ni	ʔakam-ak	il-ħibr,you.can	you.lend-me	pen-2SG	the-fountain,Can you lend me your fourtain pen?,,,,gary-gamal-eldin-1982[163],,,,
ex1599,egyp1253,ʔána ʔulti-lak kulli ħaaga,ʔána	ʔulti-lak	kulli	ħaaga,I	I.said-to.you	all	thing,I told you everything.,,,,,,,,
ex1600,arop1243,Kowo mei in p-au,Kowo	mei	in	p-au,2SG.give.3SG	mat	that	to-me,Give that mat near you to me.,,,(also p. 268),djernes-2002[264],,,,
ex1601,east2379,artwe-le intilentye re-nhe nthe-tyenhe itne-ke,artwe-le	intilentye	re-nhe	nthe-tyenhe	itne-ke,man-ERG	painting	3SG-ACC	give-NPC	3PL-DAT,The man will give the painting to them.,,,(also p. 223) [both unsure],wilkins-1989[169],,,,
ex1602,east2379,artwe-le itne-nhe intilrntye re-nhe nthe-tyenke,artwe-le	itne-nhe	intilrntye	re-nhe	nthe-tyenke,man-ERG	3PL-ACC	painting	3SG-ACC	give-NPC,The man will give the painting to them.,,,(also p. 223) [both unsure],wilkins-1989[169],,,,
ex1603,badi1246,sid-gu dyudu yu-wa,sid-gu	dyudu	yu-wa,Sid-DAT	smoke.ABS	give-FUT,Give Sid a smoke.,,,(also p. 107),dunn-1988[69],,,,
ex1604,bagi1246,aḍ man sɨnda-nɨ ki,aḍ	man	sɨnda-nɨ	ki,give	water	horse-ART	to,Give water to the horse.,,,,stevenson-1969[62],,,,
ex1605,bagi1246,aḍ-iny a-ny-ki,aḍ-iny	a-ny-ki,give-it	LINK-him-to,Give it to him.,,,,stevenson-1969[64],,,,
ex1606,bagi1246,aḍ-iny a-je-ki,aḍ-iny	a-je-ki,give-it	LINK-us-to,Give it to us.,,,,stevenson-1969[64],,,,
ex1607,bagi1246,ma m-aḍ man an ŋgab-nɨ ki,ma	m-aḍ	man	an	ŋgab-nɨ	ki,I	1SG.PST-give	water	?	man-ART	to,I gave the man water.,,,,stevenson-1969[86],,,,
ex1608,cent2004,ŋo3 si3 la4 mƜ6 no7 ŋe5 a3ʨĩ7,ŋo3	si3	la4	mƜ6	no7	ŋe5	a3ʨĩ7,1SG	give	ASP	3SG	POSTP	shoes	CL,I’ve given her a pair of shoes.,,,,wiersma-2003[671],,,,
ex1609,baka1272,tɔ peè jo,tɔ	peè	jo,give.IMP.2SG	to.1SG	food,Give me food,,,,kilian-hatz-1995[271],,,,
ex1610,bara1380,gubo sudi yu-re ĩsi-ya bũ,gubo	sudi	yu-re	ĩsi-ya	bũ,foot	clothes	O-OBJ	give-IMPV	you,Give me some boots.,,,,jones-jones-1991[27],,,,
ex1611,bara1380,so gudakoa yu-re-bã ĩsi-ba bu,so	gudakoa	yu-re-bã	ĩsi-ba	bu,she	uterus	I-OBJ-CONTR	give-IMPV	you,Give me her uterus,,,,jones-jones-1991[67],,,,
ex1612,bara1380,ti-re yua-re ĩ-o-ka-bĩ,ti-re	yua-re	ĩ-o-ka-bĩ,That-OBJ	we-OBJ	see-CAUS-PST-3MS,He showed us that.,,,,jones-jones-1991[102],,,,
ex1613,bare1276,me-d’a n-iku bakũ nu-karaká-waka,me-d’a	n-iku	bakũ	nu-karaká-waka,3PL-give	1SG-for	other	1SG-put.on-PURP,They gave me another garment to put on.,,,,aikhenvald-y.-1995[26],,,,
ex1614,bauz1241,E-ho Yakobus-at sunit o-ba lo-ho.,E-ho	Yakobus-at	sunit	o-ba	lo-ho.,I-ERG	Yakobus-ERG	paper	you-DAT	give-COMPL,I Yakobus have given this letter to you.,,,"(see also p. 26, 58)",briley-1997[42],,,,
ex1615,bawm1236,ngâksia rangah tangkâ a pêk,ngâksia	rangah	tangkâ	a	pêk,child	to	money	he	give,He gives money to the child,,,,reichle-1981[122],,,,
ex1616,bawm1236,a sinah xhabu ka pêk,a	sinah	xhabu	ka	pêk,him	to	book	I	give,I give the book to him.,,,,reichle-1981[122],,,,
ex1617,bert1248,nìɲé dàa-wóo fìrì gàdí-jée,nìɲé	dàa-wóo	fìrì	gàdí-jée,woman	give-PST	water	child-DAT.ALL.BEN,The woman gave the child water.,,,,andersen-1995[45],,,,
ex1618,bhoj1244,roj paudhā ke pāni diha,roj	paudhā	ke	pāni	diha,everyday	plant	OBJ	water	give,Give water to the plants every day,,,,verma-2003a[534],,,,
ex1619,biri1256,gunhami-ŋgu gayu-ŋgu yaba-nha-la-ŋgu manhdha ŋali-ŋu,gunhami-ŋgu	gayu-ŋgu	yaba-nha-la-ŋgu	manhdha	ŋali-ŋu,that-ERG	woman-ERG	give-FUT-3SG-1DU.DAT	food.ABS	we-DAT,That woman will give us some food.,,,,terrill-1998[50-51],,,,
ex1620,bisu1244,ʐa31maŋ31 ga33 na33 ni31 sɿ31 pi31,ʐa31maŋ31	ga33	na33	ni31	sɿ31	pi31,eld.person	I	DAT	two	fruit	give,The elderly person gave me two pieces of fruits.,,,,xu-2001[87],,,,
ex1621,siks1238,n-ohkó-wa nít-ohkot-k-wa ann-yi,n-ohkó-wa	nít-ohkot-k-wa	ann-yi,1SG.POSS-son-3SG.PROX	1-give-INV-3SG.PROX	that-OBV.INANIM.SG,My son gave me that.,,,,frantz-1991[64],,,,
ex1622,tiey1235,bɔlɔ la n gà,bɔlɔ	la	n	gà,other	give	1SG	to,Give me another one.,,,,blecke-1996[155],,,,
ex1623,tiey1235,a ŋɔ la maŋaxalu gu ga,a	ŋɔ	la	maŋaxalu	gu	ga,3SG	DEM	give	king	DEF	to,He gave that one to the king.,,,,blecke-1996[220],,,,
ex1624,brok1247,sina-ra dyut de,sina-ra	dyut	de,child-DAT	milk	give,Give milk to the child.,,,,sharma-1998[64],,,,
ex1625,tean1237,ene ni-la loubo nimini kuli,ene	ni-la	loubo	nimini	kuli,I	1SG.REAL-give	crab	to	dog,I gave the crab to the dog.,,,,tryon-2002[583],,,,
ex1626,byan1241,ambikā-jā nishi rupyā dāyo,ambikā-jā	nishi	rupyā	dāyo,Ambika-to	two	rupee	give,Give two rupees to Ambika!,,,,trivedi-1991[35],,,,
ex1627,byan1241,ushi-se Jolyā-jā ulaŋ rupyā dananco?,ushi-se	Jolyā-jā	ulaŋ	rupyā	dananco?,they-ERG	Jolyā-to	how.many	rupee	they.gave,How many rupees did they give to Jolya?,,,,trivedi-1991[35],,,,
ex1628,cent1989,khɲom ʔaoy siəvphɤ̀u tɤ̀u nɛ̀ək,khɲom	ʔaoy	siəvphɤ̀u	tɤ̀u	nɛ̀ək,I	give	book	go	you,I give you the book.,,,indirective flagging,jacob-1968[78],,,,
ex1629,cent1989,nɛ̀ək ʔaoy siəvphɤ̀u mɔ̀:k khɲom,nɛ̀ək	ʔaoy	siəvphɤ̀u	mɔ̀:k	khɲom,you	give	book	come	I,You give the book to me.,,,"(see also p. 77, 141, 268)","jacob-1968[78, 268]",,,,
ex1630,ramk1239,wa ha capi mã ampo gõ,wa	ha	capi	mã	ampo	gõ,1	FUT	Capi	to	something	give,I will give something to Capi.,,,"(see also p. 168, 167, 131, 175)",popjes-popjes-1986[179],,,,
ex1631,cher1273,Ànì:-skàya kàcì:y-a:khâ:nè kì:hli,Ànì:-skàya	kàcì:y-a:khâ:nè	kì:hli,3PL.A-man	1>3PL.ANIM-give.living.thing.PRES	dog,I am giving the men a dog.,,,,scancarelli-1987[69],,,,
ex1632,kunm1234,ky3 thʰə1 tir2 ʨhir2 ma4,ky3	thʰə1	tir2	ʨhir2	ma4,give	he	bit	money	PTCL,Give him some money.,,,,gui-2000[60],,,,
ex1633,choc1276,an-at-o iskali chim-a:-li-tok,an-at-o	iskali	chim-a:-li-tok,I-NOM-CONTR.FOC	money	2.DAT-give-1NOM-PAST,I gave the money to you.,,,,davies-1986[3],,,,
ex1634,choc1276,alla iskali im-a:-li-tok,alla	iskali	im-a:-li-tok,child	money	3DAT-give-1NOM-PAST,I gave money to the child.,,,,davies-1986[40],,,,
ex1635,nsen1242,cisíhí c-i-pasa n-kkumba manzi,cisíhí	c-i-pasa	n-kkumba	manzi,fool	3SG-TNS-give	PL-pig	water,The fool gave the pigs water.,,,,miti-2001[179],,,,
ex1636,coma1245,tsuni-pih-ha nii Buffy-ʔa maka-i,tsuni-pih-ha	nii	Buffy-ʔa	maka-i,bone-ABS-OBJV	I	Buffy-OBJV	give-COMPL,I gave the bone to Buffy.,,,,charney-1993[204],,,,
ex1637,plai1258,awa na·pe·sis o·hih ... niya·nan miye·w misatimwah,awa	na·pe·sis	o·hih	...	niya·nan	miye·w	misatimwah,this	boy	this.OBJ	...	five	give	horse,This boy gave the man ... five horses.,,,,dahlstrom-1991[82],,,,
ex1638,dagb1246,doo maa ti paɣa maa sima,doo	maa	ti	paɣa	maa	sima,man	DEF	give	woman	DEF	groundnut.PL,The man gave groundnuts to the woman.,,,,olawsky-1999[45],,,,
ex1639,dagb1246,o zaŋ buku ti ma,o	zaŋ	buku	ti	ma,he	take	book	give	me,He gave a book to me.,,,,olawsky-1999[22],,,,
ex1640,daha1245,ʔáɲi=va dééla hééʔe maʔa,ʔáɲi=va	dééla	hééʔe	maʔa,I=PAST	girl	give.1SG	water,I gave the girl water.,,,,tosco-1991[89],,,,
ex1641,darg1241,nab ca gawlag c’uba arc·la g-ib-∅,nab	ca	gawlag	c’uba	arc·la	g-ib-∅,me.DAT	one	bag	white	silver-GEN	give.AOR-3,They gave me a bag filled with silver.,,,,ch09vandenberg2001[57],,,,
ex1642,daas1238,mí sé máa=ti=a šii,mí	sé	máa=ti=a	šii,man	cow	man-that-DET	give.PF,He gave that man a cow.,,,,tosco-2001[238],,,,
ex1643,baya1257,"gali, ngidhurr nganha wu-ka","gali,	ngidhurr	nganha	wu-ka",water	bread	me.ACC	give-IMP,"Give me water, bread.",,,,terrill-2002[47],,,,
ex1644,dhiv1236,hassan alīy-aṣ̌ fot din kāru,hassan	alīy-aṣ̌	fot	din	kāru,Hassan	Ali-DAT	book	give.PST.RPRT	car,the car in which Hassan gave Ali the book,,,,cain-gair-2000[36],,,,
ex1645,dhiv1236,hassan alīy-aṣ̌ fotek din,hassan	alīy-aṣ̌	fotek	din,Hassan	Ali-DAT	book.INDEF	give.PST,Hassan gave Ali a book.,,,,cain-gair-2000[37],,,,
ex1646,jaru1254,ŋaɖu-ŋgu ŋa-ɳa-ŋgu maŋari ɳunuŋa juŋ-an,ŋaɖu-ŋgu	ŋa-ɳa-ŋgu	maŋari	ɳunuŋa	juŋ-an,1SG-ERG	C-1SG.NOM-2SG-DAT	food.ABS	2SG.DAT	give.PRS,I give food to you.,,,,tsunoda-1981[115ff],,,,
ex1647,jaru1254,ŋaɖu-ŋgu ŋa-ɳa-ŋgu ɳundu maŋari juŋ-an,ŋaɖu-ŋgu	ŋa-ɳa-ŋgu	ɳundu	maŋari	juŋ-an,1SG-ERG	C-1SG.NOM-2SG.DAT	2SG.ABS	food.ABS	give-PRS,I give food to you.,,,,tsunoda-1981[115ff.],,,,
ex1648,tomm1242,kidɛ mi ŋ ob-o,kidɛ	mi	ŋ	ob-o,thing	I	OBJ	give-IMP,Give me something.,,,,plungian-1995[21],,,,
ex1649,cent2194,šan irəyzən timizaṛ i-təwtmin,šan	irəyzən	timizaṛ	i-təwtmin,PRF	man	shawls	to-women,The man gave shawls to the woman,,,(see also p. 59),penchoen-1973[55],,,,
ex1650,cent2194,ìša-yas aɣrum,ìša-yas	aɣrum,he.gave-to.her	bread,He gave her bread.,,,,penchoen-1973[68],,,,
ex1651,indo1317,Ana’ iru m-unang badi’ aku,Ana’	iru	m-unang	badi’	aku,child	that	ACTOR.VOICE-give	machete	1SG,That child gave me a machete.,,,,donohue-1996[787],,,,
ex1652,dehu1237,eni a hamëë angeic la itus,eni	a	hamëë	angeic	la	itus,I	PRS	give.PRS	him	ART	book,I give him the book. (French: Je lui donne le livre. ),,,(see also 162),moyse-faurie-1983[161],,,,
ex1653,dual1243,na bodi Kuo kalat-am kiele,na	bodi	Kuo	kalat-am	kiele,I	give	Kuo	book-1SG	yesterday,I gave my book to Kuo yesterday.,,,,biloa-1993[69],,,,
ex1654,gaww1239,qawhó-nu-kka orħánko téeħí,qawhó-nu-kka	orħánko	téeħí,man-DAT-FOC	spear	gave,I gave the man a spear.,,,,amborn-etal-1980[79],,,,
ex1655,efik1245,M̀má á nɔ̀̂̂ èté èkpàt,M̀má	á	nɔ̀̂̂	èté	èkpàt,woman	AGR	give	man	bag,The woman has given the man a bag.,,,,urua-1997[195],,,,
ex1656,epen1239,warra-pa pháta tee-hí či nawe-má-a,warra-pa	pháta	tee-hí	či	nawe-má-a,son-ERG	plantain	give-PST	REF	mother-LOC-DAT,The boy gave the plantain to his mother.,,,"(also p. 120, 23)",harms-1994[67],,,,
ex1657,siee1239,y-ovog-i Nompwat nvag,y-ovog-i	Nompwat	nvag,3SG-give-CONST	Nompwat	food,She gave the food to Nompwat.,,,,crowley-1998a[202],,,,
ex1658,siee1239,y-ovon-[oc] [nvag],y-ovon-[oc]	[nvag],3SG.PAST-give-2SG.OBJ	food,She gave you the food.,,,,crowley-1998a[202],,,,
ex1659,fiji1243,saa sdi sara vei rau,saa	sdi	sara	vei	rau,ASP	give	MODIF	to	3DU,(The fish) was given to them two,,,,dixon-1988[152],,,,
ex1660,stan1290,J’ai donné le livre à Pierre.,J’ai	donné	le	livre	à	Pierre.,I've	given	the	book	to	Pierre,I gave the book to Pierre.,,,,,,,,
ex1661,fyam1238,taa ní Usmán borám,taa	ní	Usmán	borám,3SG.PF	give	Usman	maize,He gave maize to Usman.,,,,nettle-1998[24],,,,
ex1662,fyam1238,náá ní ɲét-í taa ɓé-mo tók,náá	ní	ɲét-í	taa	ɓé-mo	tók,1SG.PF	give	[man-FOC	3SG.PF	come-DET]	food,I gave food to the man who came.,,,,nettle-1998[30],,,,
ex1663,gamo1244,awai dorsaa dannaa-s immides,awai	dorsaa	dannaa-s	immides,father	sheep	judge-REL	give.PST,Father gave the sheep to the judge.,,,,hompo-1990[378],,,,
ex1664,gapa1238,Kukou gira-girapu-na bero-na nani mena-na i-vere-i-i,Kukou	gira-girapu-na	bero-na	nani	mena-na	i-vere-i-i,dog	MOD-mange-3SG	bad-3SG	that	ripe-3SG	3.NPRS-give-TR-3SG.OBJ,"She gave that ripe one to a poor, mangy dog.",,,,mcguckin-2002[312],,,,
ex1665,kiku1240,Kamau nĩ-a-he-ir-e Njeri ibuku,Kamau	nĩ-a-he-ir-e	Njeri	ibuku,Kamau	PCL-3SG-give-CMPL-FV	Njeri	book,Kamau gave Njeri a book.,,,,mugane-1997[141],,,,
ex1666,gola1255,o ũ fe kohawe,o	ũ	fe	kohawe,3SG	3SG	give	CLS.lie.down.DF,She gave him a place to lie down.,,,(see also p. 146),koroma-1994[91],,,,
ex1667,gola1255,a ũ mĩ fe,a	ũ	mĩ	fe,3PL	3SG.O.her	CLS.O.it	give,They will give it to her.,,,,koroma-1994[148],,,,
ex1668,goon1238,ngang-bi-n-da-addi,ngang-bi-n-da-addi,give-FUT-1PL.ACC-CLF-PAUI,He’ll give it to us.,,,,mcgregor-1990[197],,,,
ex1669,goon1238,ngang-nginy-ji,ngang-nginy-ji,give-1SG.NOM/2SG.ACC-CLF,I gave it to you.,,,,mcgregor-1990[102],,,,
ex1670,goon1238,ngang-bi-nggi-di,ngang-bi-nggi-di,give-FUT-2SG.ACC-CLF,He’ll give you it.,,,,mcgregor-1990[197],,,,
ex1671,goon1238,nganyi-ngga yoowodoo manyi ngangli,nganyi-ngga	yoowodoo	manyi	ngangli,I-ERG	man	food	I.gave,I gave the man food.,,,,mcgregor-1990[335],,,,
ex1672,sout2826,hĩ Do Nyema,hĩ	Do	Nyema,give	Do	Nyema,Give Nyema to Do.,,,,innes-1966[103],,,,
ex1673,para1311,e-meʔẽ šé ve peteĩ´ gàllo-ʔí retimã´,e-meʔẽ	šé	ve	peteĩ´	gàllo-ʔí	retimã´,IMPV-give	I	to	one	rooster-child	leg,Give me a chicken leg!,,,"(also p. 184, 185)",gregores-suarez-1967[156],,,,
ex1674,gudu1252,à b-àr Músà də̀ kwàɓà k Xàlímà,à	b-àr	Músà	də̀	kwàɓà	k	Xàlímà,AF	give-3SG.OBJ	Musa	OBJ	money	DAT	Xalima,Musa gave money to Xalima.,,,,hak-soo-kim-na[p.c.],,,,
ex1675,kumb1268,ŋa:ɖa ŋura:w wiɖi:r gi:bar,ŋa:ɖa	ŋura:w	wiɖi:r	gi:bar,I.ERG	give.FUT	meat.ACC	boy.ACC,I will give meat to the boy.,,,,eades-1979[297],,,,
ex1676,gura1252,milk njibu-wu-ni,milk	njibu-wu-ni,milk	1AUG.A/3MIN.O-give-PRE,We gave her milk.,,,"(also p. 76, 105, 245)",green-1995[38],,,,
ex1677,haid1248,Bill-ga qugiin-ee Laangaa kl 7isda-gan,Bill-ga	qugiin-ee	Laangaa	kl	7isda-gan,Bill-to	book-DEF	his	I	give-Past,I gave Bill his book.,,,"(also p. 316, 453)",enrico-2003[374],,,,
ex1678,hata1243,A-yai wid bak dani,A-yai	wid	bak	dani,2SG-take	banana	to	me,Give me a banana.,,,,reesink-1999[47],,,,
ex1679,haus1257,Mun yi wà sarkii arkìi,Mun	yi	wà	sarkii	arkìi,we	did	for	chief	work,We did work for the chief.,,,,kraft-kirk-greene-1973[75],,,,
ex1680,haus1257,Yaa kaawoo manà àbinci.,Yaa	kaawoo	manà	àbinci.,he.PST	bring	to.us	food,He brought us food.,,,,kraft-kirk-greene-1973[75],,,,
ex1681,hdii1240,vlá-n-vlá mbítsá tá kóɓù tá mbáká,vlá-n-vlá	mbítsá	tá	kóɓù	tá	mbáká,give-3-give	Mbitsa	OBJ	money	OBJ	Mbaka,Mbitsa gave money to Mbaka.,,,,frajzyngier-shay-2002[182],,,,
ex1682,hebr1245,Yosi naten l-o et ha-sefer.,Yosi	naten	l-o	et	ha-sefer.,Yosi	gave	to-him	ACC	the-book,Yosi gave him the book.,,,,haspelmath-na,,,,
ex1683,hmar1241,kɔ̝̀nɔ̝́k-ìn náupáŋ púon à pé:k,kɔ̝̀nɔ̝́k-ìn	náupáŋ	púon	à	pé:k,Kanak-ERG	boy	cloth	?	gave,Kanak gave the boy cloth.,,,,dutta-baruah-bapui-1996[48],,,,
ex1684,hmar1241,ràm-á kúomàh pé:rɔ̝̀h,ràm-á	kúomàh	pé:rɔ̝̀h,Ram-GEN	to	give,Give it to Ram.,,,"For kúomàh, see p. 85.",dutta-baruah-bapui-1996[48],,,,
ex1685,hmon1264,kuv muab nyaj rua miv nyuab,kuv	muab	nyaj	rua	miv	nyuab,I	give	money	DIR	child	child,I give money to the child.,,,,harriehausen-1990[186],,,,
ex1686,hoav1238,Poní mahu Amina ria koburu,Poní	mahu	Amina	ria	koburu,give.3PL.OBJ	sweet.potato	Amina	ART	child,Amina gave the children sweet potato.,,,,davis-2003[191],,,,
ex1687,hoav1238,Sumi valé te Amina rao karua igara.,Sumi	valé	te	Amina	rao	karua	igara.,PRF	give.3PL.OBJ	PRP	Amina	1SG	two	fish,I have given two fishes to Amina.,,,,davis-2003[191],,,,
ex1688,hunz1247,də niλ̄-ǻr t'ex̂ is-t'i-i,də	niλ̄-ǻr	t'ex̂	is-t'i-i,me	give-FUT	book	sibling-OBL-DAT,I give the book to (my brother).,,,(see also p. 124),berg-1995[45],,,,
ex1689,hunz1247,α̊bu-l ož̊̌-di-i t'ex̓̂ niλ̄-ər,α̊bu-l	ož̊̌-di-i	t'ex̓̂	niλ̄-ər,father-ERG	boy-OBL-DAT	book	give-PRET,Father gave the boy a book.,,,,berg-1995[124],,,,
ex1690,nucl1417,Òbí nyère Chíké egó,Òbí	nyère	Chíké	egó,Obi	give	Chike	money,Obi gives Chike money.,,,,saah-eze-1997[140],,,,
ex1691,ikkk1242,maa be eakwa nyabukwa-a nyarama-ke,maa	be	eakwa	nyabukwa-a	nyarama-ke,give	PST	man.NOM	book-ACC	girl-DAT,The man gave the book to the girl.,,,,serzisko-1992[47],,,,
ex1692,imon1245,sabla ka-m fa-ai-h-ual-u,sabla	ka-m	fa-ai-h-ual-u,two	1-GL	CL-give-REC-DL-IMP,Give me two.,,,,ch01seiler1985[125],,,,
ex1693,ingu1240,cuo cun-ga axča delar,cuo	cun-ga	axča	delar,he.ERG	he-ALL	money.ABS	gave,He gave him money.,,,,nichols-1984[194],,,,
ex1694,iraq1241,i hhar-ta han-m-iis dí-r hhawata,i	hhar-ta	han-m-iis	dí-r	hhawata,S.3	stick-F1:CON	give-DIR-3SG.M.PRS	place:CON-F	man,He gives the sticks to a man.,,,,mous-1993[99],,,,
ex1695,iraq1241,dī-r-óg-i,dī-r-óg-i,place-F-2SG.POSS-DIR,to you,,,(also p. 121),mous-1993[110],,,,
ex1696,iraq1241,sawadi inós-u-síngi haniseek,sawadi	inós-u-síng-i	haniseek,present	he-DEM2-DIR	give,Give him there a present.,,,,mous-1993[114],,,,
ex1697,iraq1241,muungay g-u-na 'ameni-r-i haníis,muungay	g-u-na	'ameni-r-i	haníis,bracelet	O3-OM-PAST	woman-F-DIR	give.3SG.M.PAST,He gave the woman a bracelet.,,,"(also p. 245, 284)",mous-1993[244],,,,
ex1698,sang1333,múmbín á-tsə̀-βɛ´ɛ´γ-ə́ mwânə̀ ínámə̀ γì ɲámə̀,múmbín	á-tsə̀-βɛ´ɛ´γ-ə́	mwânə̀	ínámə̀	γì	ɲámə̀,hunter	3SG-PAST-give-STEM	child	haunch	of	meat,The hunter gave the child a haunch of meat.,,,,idiata-1998[62],,,,
ex1699,itza1241,t-in-tz'aj ixi'im t-a' winik-ej,t-in-tz'aj	ixi'im	t-a'	winik-ej,COMPL-1SG.ERG-give	corn	to-ART	man-TOP,I gave corn to the man.,,,"(also p. 265, 316)",hofling-2000[191],,,,
ex1700,yabe1254,ae ka-keŋ mɔg e-deŋ ŋɔʔ ŋapale,ae	ka-keŋ	mɔg	e-deŋ	ŋɔʔ	ŋapale,I	1SG-give	taro	3SG-reach	POSS.1SG	child,I gave taro to my child.,,,,ross-2002e[287],,,,
ex1701,djam1255,ngayug bun-ngarna-ny thanthu marlayi,ngayug	bun-ngarna-ny	thanthu	marlayi,I	3PL>1SG-give-PAST	DEM	woman,They gave me that woman.,,,,ch01schultze-berndt2000[170],,,,
ex1702,jeri1242,i ∅ kila die(n) sɔŋ na munu,i	∅	kila	die(n)	sɔŋ	na	munu,3SG	PFV	thousand	one	give	1SG	to,She gave me a thosand (scil. francs).,,,(also p. 198-199),ch001troebs1998[126],,,,
ex1703,kach1280,ŋai33 khji33 eʔ55 lai31ka33 ja33 sǎ33ŋai,ŋai33	khji33	eʔ55	lai31ka33	ja33	sǎ33ŋai,I	he	to	book	give	PTCL,I gave him a book.,,,(also p. 407),qingxia-diehl-2003[408],,,,
ex1704,djin1251,Ngunya-nga-nu wurraku ngima-rni babirdimi-rni nginda-baja-rna wawa-la-rna,Ngunya-nga-nu	wurraku	ngima-rni	babirdimi-rni	nginda-baja-rna	wawa-la-rna,give-1SG-did	3PL.ACC	that-FOC	yam-FAC	that-PL-DAT	child-PL-DAT,I gave this yam to the children.,,,,pensalfini-1997[205-207],,,,
ex1705,djin1251,"Wunya-nga-ju ngabulu wawa kurlukurla jalyamingka, jumurrdku ngunya-nga-ju.","Wunya-nga-ju	ngabulu	wawa	kurlukurla	jalyamingka,	jumurrdku	ngunya-nga-ju.",give-1SG-do	breast	child	small	baby	milk	give-1SG-do,I’m giving breast milk to the little baby.,,,,pensalfini-1997[205-207],,,,
ex1706,juho1239,Dà'ámá jàn /'àn ha bá kò màrì,Dà'ámá	jàn	/'àn	ha	bá	kò	màrì,child	good	give	his	father	TR	money,The good child gave his father money.,,,,dickens-1992[23],,,,
ex1707,kair1263,kyan moñeq u-ñ-r̃i r̃i ramat r̃a-moul kyan malal,kyan	moñeq	u-ñ-r̃i	r̃i	ramat	r̃a-moul	kyan	malal,I	food	1SG.SUBJ-give-3PL.OBJ	PL	person	3PL.SUBJ-work	I	garden,I’ll give food to the people who work in my garden.,,,(see also p. 214),ross-2002a[209],,,,
ex1708,kala1377,Ngath garkoez-ipa woerab manin,Ngath	garkoez-ipa	woerab	manin,I.ERG	man-DAT	coconut	gave.SG,I gave the coconut to the man/ the men.,,,,comrie-1981a[15],,,,
ex1709,kama1373,ywyrapar-a o-me'eŋ kara'iw-a upe,ywyrapar-a	o-me'eŋ	kara'iw-a	upe,bow-N	3-give	non.Indian-N	DAT,I gave the bow to the non-Indian. (Portuguese: Eu deu o arco ao não-indio.),,,(also p. 157),seki-2000[72],,,,
ex1710,khan1278,bà-āā nɛ̀ zḭ́á̰ píá zím,bà-āā	nɛ̀	zḭ́á̰	píá	zím,3PL-PROG	give	food	PL	ancestral.spirit,Someone is giving food to the ancestors.,,,,ikoro-1996[203],,,,
ex1711,khan1278,māā nɛ̀ zḭ́á̰ ŋwíí,māā	nɛ̀	zḭ́á̰	ŋwíí,1SG.PROG	give	food	child,I am feeding a baby.,,,,ikoro-1996[306],,,,
ex1712,nucl1305,sus'i:la tanna priyani-ge insulin koTTaLu.,sus'i:la	tanna	priyani-ge	insulin	koTTaLu.,Susheela	REF.POSS	lover-DAT	insulin	give.PST.3SG.F,Susheela gave insulin to her lover.,,,,sridhar-1990[161],,,,
ex1713,east2342,vɛ̄ dʌ́ (pè) Khōmɛ̀ rɯ̄,vɛ̄	dʌ́	(pè)	Khōmɛ̀	rɯ̄,1SG	give	ASP	Khome	silver,I give Khome money.,,,(also p. 86),solnit-1997[155],,,,
ex1714,qima1242,ki gänã-š iw,ki	gänã-š	iw,your	mother-DAT	give,Give it to your mother.,,,,appleyard-1975[327],,,,
ex1715,qima1242,ku-šə iwəγw,ku-šə	iwəγw,you-DAT	I.gave,I gave it to you.,,,,appleyard-1975[327],,,,
ex1716,qima1242,nay-zə ankwä bərrə iwãkw,nay-zə	ankwä	bərrə	iwãkw,you-DAT	five	dollar	I’ll.give,I’ll give you five dollars.,,,(also p. 345),appleyard-1975[327],,,,
ex1717,kera1255,Wə gùsúŋ hàrgá á murúŋ̍ bà,Wə	gùsúŋ	hàrgá	á	murúŋ̍	bà,he	buy	goat	to	wife	NEG,He did not buy his wife a goat. (German: Er kaufte seiner Frau keine Ziege.),,,,ebert-1979[207],,,,
ex1718,kett1243,bu naʔn' daɔvijaq,bu	naʔn'	daɔvijaq,he	bread	she.give.PST,She gave him bread. (German: Brot gab sie ihm.),,,,ch11werner1997[324],,,,
ex1719,kett1243,bu tɔʔn sɛl' davaq,bu	tɔʔn	sɛl'	davaq,he	reindeer	I	gave,I gave him a reindeer (as a present). (German: Ein Rentier schenkte ich ihm.),,,,ch11werner1997[324],,,,
ex1720,halh1238,Xüü öcigdõr oxin-d nom ög-sön,Xüü	öcigdõr	oxin-d	nom	ög-sön,boy	yesterday	girl-DAT	book	give-PERF,The boy gave a book to the girl yesterday.,,,,svantesson-2003[170],,,,
ex1721,khas1269,ʔuu hiikay ya ŋa ka ktien phareŋ,ʔuu	hiikay	ya	ŋa	ka	ktien	phareŋ,he	teach	OBJ	me	ART	language	English,He teaches me English.,,,,rabel-1961[124],,,,
ex1722,khas1269,ʔuu kdew ya ŋa ka lutii š ka noŋrit,ʔuu	kdew	ya	ŋa	ka	lutii	š	ka	noŋrit,he	show	OBJ	me	ART	way	to	ART	village,He shows me the way to the village.,,,,rabel-1961[125],,,,
ex1723,khmu1256,kə̀ə pńʔàh nàa yʌ̀ʌ tráak,kə̀ə	pńʔàh	nàa	yʌ̀ʌ	tráak,he	give	she	with	buffalo,He gave her a buffalo,,,,svantesson-1983[105],,,,
