Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
7136,2662,,náá ní ɲét-í taa ɓé-mo tók,,1SG.PF give [man-FOC 3SG.PF come-DET] food,.,I gave food to the man who came.,,,693,30
7137,2663,,awai dorsaa dannaa-s immides,,father sheep judge-REL give.PAST,.,Father gave the sheep to the judge.,,,634,378
7138,2664,,Kukou gira-girapu-na bero-na nani mena-na i-vere-i-i,,dog MOD-mange-3SG bad-3SG that ripe-3SG 3.NPRS-give-TR-3SG.OBJ,.,"She gave that ripe one to a poor, mangy dog.",,,676,312
7139,2904,,Kamau nĩ-a-he-ir-e Njeri ibuku,,Kamau PCL-3SG-give-CMPL-FV Njeri book,.,Kamau gave Njeri a book.,,,689,141
7140,2665,,o ũ fe kohawe,,3SG 3SG give CLS.lie.down.DF,.,She gave him a place to lie down.,,(see also p. 146),657,91
7141,2665,,a ũ mĩ fe,,3PL 3SG.O.her CLS.O.it give,.,They will give it to her.,,,657,148
7142,2666,,ngang-bi-n-da-addi,,give-FUT-1PL.ACC-CLF-PAUI,.,He’ll give it to us.,,,675,197
7143,2666,,ngang-nginy-ji,,give-1SG.NOM/2SG.ACC-CLF,.,I gave it to you.,,,675,102
7144,2666,,ngang-bi-nggi-di,,give-FUT-2SG.ACC-CLF,.,He’ll give you it.,,,675,197
7145,2666,,nganyi-ngga yoowodoo manyi ngangli,,I-ERG man food I.gave,.,I gave the man food.,,,675,335
7146,2667,,hĩ Do Nyema,,,.,Give Nyema to Do,,,640,103
7147,2668,,e-meʔẽ šé ve peteĩ´ gàllo-ʔí retimã´,,IMPV-give I to one rooster-child leg,.,Give me a chicken leg!,,"(also p. 184, 185)",616,156
7148,2669,,à b-àr Músà də̀ kwàɓà k Xàlímà,,AF give-3SG.OBJ Musa OBJ money DAT Xalima,.,Musa gave money to Xalima.,,,11642690839,p.c.
7149,2670,,ŋa:ɖa ŋura:w wiɖi:r gi:bar,,I.ERG give.FUT meat.ACC boy.ACC,.,I will give meat to the boy.,,,593,297
7150,2671,,milk njibu-wu-ni,,milk 1AUG.A/3MIN.O-give-PRE,.,We gave her milk.,,"(also p. 76, 105, 245)",615,38
7151,2673,,Bill-ga qugiin-ee Laangaa kl 7isda-gan,,Bill-to book-DEF his I give-Past,.,I gave Bill his book.,,"(also p. 316, 453)",598,374
7152,2674,,A-yai wid bak dani,,2SG-take banana to me,.,Give me a banana.,,,723,47
7153,2675,,Mun yi wà sarkii arkìi,,,.,We did work for the chief,,,659,75
7154,2675,,Yaa kaawoo manà àbinci,,,.,He brought us food.,,,659,75
7155,2677,,vlá-n-vlá mbítsá tá kóɓù tá mbáká,,give-3-give Mbitsa OBJ money OBJ Mbaka,.,Mbitsa gave money to Mbaka.,,,610,182
7156,2678,,Yosi naten l-o et ha-sefer.,,Yosi gave to-him ACC the-book,.,Yosi gave him the book.,,,10157389346,
7157,2680,,kɔ̝̀nɔ̝́k-ìn náupáŋ púon à pé:k,,Kanak-ERG boy cloth ? gave,.,Kanak gave the boy cloth.,,,592,48
7158,2680,,ràm-á kúomàh pé:rɔ̝̀h,,Ram-GEN to give,.,Give it to Ram.,,"For kúomàh, see p. 85.",592,48
7159,2681,,kuv muab nyaj rua miv nyuab,,I give money DIR child =,.,I give money to the child.,,,622,186
7160,2682,,Poní mahu Amina ria koburu,,give.3PL.OBJ sweet.potato Amina ART child,.,Amina gave the children sweet potato.,,,573,191
7161,2682,,Sumi valé te Amina rao karua igara.,,PRF give.3PL.OBJ PRP Amina 1SG two fish,.,I have given two fishes to Amina.,,,573,191
7162,2683,,də niλ̄-ǻr t'ex̂ is-t'i-i,,me give-FUT book sibling-OBL-DAT,.,I give the book to (my brother).,,(see also p. 124),804,45
7163,2683,,α̊bu-l ož̊̌-di-i t'ex̓̂ niλ̄-ər,,father-ERG boy-OBL-DAT book give-PRET,.,Father gave the boy a book.,,,804,124
7164,2684,,Òbí nyère Chíké egó,,Obi give Chike money,.,Obi gives Chike money.,,,736,140
7165,2685,,maa be eakwa nyabukwa-a nyarama-ke,,give PST man.NOM book-ACC girl-DAT,.,The man gave the book to the girl.,,,752,47
7166,2686,,sabla ka-m fa-ai-h-ual-u,,,.,Give me two.,,,747,125
7167,2687,,cuo cun-ga axča delar,,he.ERG he-ALL money.ABS gave,.,He gave him money.,,,696,194
7168,2688,,i hhar-ta han-m-iis dí-r hhawata,,S.3 stick-F1:CON give-DIR-3SG.M.PRS place:CON-F man,.,He gives the sticks to a man.,,,687,99
7169,2688,,dī-r-óg-i,,place-F-2SG.POSS-DIR,.,to you,,(also p. 121),687,110
7170,2688,,sawadi inós-u-síng-i haniseek,,present he-DEM2-DIR,.,Give him there a present.,,,687,114
7171,2688,,muungay g-u-na 'ameni-r-i haníis,,bracelet O3-OM-PAST woman-F-DIR give.3SG.M.PAST,.,He gave the woman a bracelet.,,"(also p. 245, 284)",687,244
7172,2827,,múmbín á-tsə̀-βɛ´ɛ´γ-ə́ mwânə̀ ínámə̀ γì ɲámə̀,,hunter 3SG-PAST-give-STEM child haunch of meat,.,The hunter gave the child a haunch of meat.,,,638,62
7173,2689,,t-in-tz'aj ixi'im t-a' winik-ej,,COMPL-1SG.ERG-give corn to-ART man-TOP,.,I gave corn to the man.,,"(also p. 265, 316)",633,191
7174,2690,,ae ka-keŋ mɔg e-deŋ ŋɔʔ ŋapale,,I 1SG-give taro 3SG-reach POSS.1SG child,.,I gave taro to my child.,,,733,287
7175,2691,,ngayug bun-ngarna-ny thanthu marlayi,,I 3PL>1SG-give-PAST DEM woman,.,They gave me that woman.,,,745,170
7176,2692,,i ∅ kila die(n) sɔŋ na munu,,3SG PFV thousand one give 1SG to,.,She gave me a thosand (scil. francs).,,(also p. 198-199),778,126
7177,2693,,ŋai33 khji33 eʔ55 lai31ka33 ja33 sǎ33ŋai,,I he to book give PTCL,.,I gave him a book.,,(also p. 407),568,408
7178,604,,Ngunya-nga-nu wurraku ngima-rni babirdimi-rni nginda-baja-rna wawa-la-rna,,give-1SG-did 3PL.ACC that-FOC yam-FAC that-PL-DAT child-PL-DAT,.,I gave this yam to the children.,,,11643100307,205-207
7179,604,,"Wunya-nga-ju ngabulu wawa kurlukurla jalyamingka, jumurrdku ngunya-nga-ju.",,give-1SG-do breast child small baby milk give-1SG-do,.,I’m giving breast milk to the little baby.,,,11643100307,205-207
7180,2694,,Dà'ámá jàn /'àn ha bá kò màrì,,child good give his father TR money,.,The good child gave his father money.,,,578,23
7181,2695,,kyan moñeq u-ñ-r̃i r̃i ramat r̃a-moul kyan malal,,I food 1SG.SUBJ-give-3PL.OBJ PL person 3PL.SUBJ-work I garden,.,I’ll give food to the people who work in my garden.,,(see also p. 214),730,209
7182,2696,,Ngath garkoez-ipa woerab manin,,I.ERG man-DAT coconut gave.SG,.,I gave the coconut to the man/ the men.,,,562,15
7183,2698,,ywyrapar-a o-me'eŋ kara'iw-a upe,,arco-N 3-dar não-N DAT,.,Ek deu o arco ao não-indio.,,(also p. 157),749,72
7184,2700,,bà-āā nɛ̀ zḭ́á̰ píá zím,,3PL-PROG give [food]NP  [PL ancestral.spirit]NP,.,Someone is giving food to the ancestors.,,,639,203
7185,2700,,māā nɛ̀ zḭ́á̰ ŋwíí,,1SG.PROG give food child,.,I am feeding a baby.,,,639,306
7186,2701,,sus'i:la tanna priyani-ge insulin koTTaLu.,,Susheela REF.POSS lover-DAT insulin give.PST.3SG.F,.,Susheela gave insulin to her lover.,,,11643308537,161
7187,2704,,vɛ̄ dʌ́ (pè) Khōmɛ̀ rɯ̄,,1SG give ASP Khome silver,.,I give Khome money.,,(also p. 86),761,155
7188,2705,,ki gänã-š iw,,your mother-DAT give,.,Give it to your mother.,,,526,327
7189,2705,,ku-šə iwəγw,,you-DAT I.gave,.,I gave it to you.,,,526,327
7190,2705,,nay-zə ankwä bərrə iwãkw,,you-DAT five dollar I’ll.give,.,I’ll give you five dollars.,,(also p. 345),526,327
7191,2706,,Wə gùsúŋ hàrgá á murúŋ̍ bà,,he buy goat to wife NEG,.,He did not buy his wife a goat. (German: Er kaufte seiner Frau keine Ziege.),,,513,207
7192,1088,,bu naʔn' daɔvijaq,,he bread she.give.PST,.,She gave him bread. (German: Brot gab sie ihm.),,,788,324
7193,1088,,bu tɔʔn sɛl' davaq,,he reindeer I gave,.,I gave him a reindeer (as a present). (German: Ein Rentier schenkte ich ihm.),,,788,324
7194,2708,,Xüü öcigdõr oxin-d nom ög-sön,,boy yesterday girl-DAT book give-PERF,.,The boy gave a book to the girl yesterday.,,,767,170
7195,2709,,ʔuu hiikay ya ŋa ka ktien phareŋ,,he teach OBJ me ART language English,.,He teaches me English.,,,720,124
7196,2709,,ʔuu kdew ya ŋa ka lutii š ka noŋrit,,he show OBJ me ART way to ART village,.,He shows me the way to the village.,,,720,125
7197,2711,,kə̀ə pńʔàh nàa yʌ̀ʌ tráak,,he give she with buffalo,.,He gave her a buffalo,,,766,105
7198,2711,,nàa ùun kə̀ə tèʔ kmúul,,she give [he POSTP] the.money,.,She gave him the money.,,,766,p.c.
7199,2712,,ku-sake-si-simia tobaki,,you-give-PL-all tabacco,.,You give tabacco to all of them.,,,751,35
7200,2712,,e-seki luleta yena guyau,,he-gives his.sister fish chief,.,The chief gives his sister the fish.,,,751,110
7201,2712,,gala ba-sake-m buva,,NEG 1SG-give-2SG betelnuts,.,I won’t give you betelnuts.,,(also p. 114),751,111
7202,2713,,i angan teuaarei te m'ane,,1SG give that.man ART money,.,I gave that man the money.,,,618,110
7203,2714,,di-dacc'-a ʔa-n honk-s sʔewanʔ-a,,REDUP-good-OBJ DECL-I that-OBJ give.PL-IND,.,I gave him  good ones.,,,734,662
7204,2716,,avễ ava-kï orï puvï koḍïtatï,,He(NOM) she-DAT one flower(NOM) give,.,He gave her a flower.,,,594,41
7205,2717,,Gu agarabo mene yafo-rumu adiya-ne-khe?,,you thing this who-son give-2SG.FUT-Q,.,Whom will you give this thing?,,,800,43
7206,2717,,Khalufo doü nuf-o ri me-adiya,,yesterday sago me-GEN to come-give.3SG.NONFUT,.,Yesterday he gave sago to me.,,,800,51
7207,2719,,Malanda gé:ní mbwa kwe menó,,Malanda donner chien à moi,.,Malanda me donne le chien,,,665,180
7208,2719,,ga:ná mbwa kwe Ngu:nu,,donne chien à Ngu:nu,.,Donne le chien à Ngu:nu.,,,665,180
7209,2720,,ra:ja ra:ma-ke sita-ke ji-khe-nec,,king Ram-OBJ Sita-OBJ give-PAST-PERSON,.,The king gave Sita to Ram.,,,692,46
7210,2722,,nu ife-kha misafi gup-tekhé fédo-p,,I this-ATTR thing you-to give-1SG.INTENT,.,I want to give there things to you.,,,801,82
7211,2722,,mbisi-fekha nu fédo-m,,axe-one me give-2SG.IMP,.,Give me a steel axe!,,,801,105
7212,2723,,àdá-ŋ kìttáabà ò-níimō,,he.gave-TR book DAT-mother,.,He gave the mother the book.,,"(also p. 268, 373)",84,145
7213,2725,,mátat tín ŋɛrɔ ŋɔ́tɛ̂,,leader give child mother,.,The leader gave the child to the mother.,,,561,125
7214,2725,,bɔdɔ tıkın-dá lɛpɛ́ŋ bɔ́ŋgɔ́,,expert give-QUAL him cloth,.,The expert gave him cloth.,,"(also p. 11, 81)",561,124
7215,2727,,dark-oa-m ikka baya-si bia (k)išo-ke,,woman-the-the son bad-to water give-AOR,.,The woman gave water to her bad son.,,(also p. 47),534,14
7216,2729,,'emeru meru kwate-a boo ba'ita fa-na,,we 1PL.SUBJ give-3SG.OBJ pig big for-3SG,.,We gave him a big pig.,,,651,30
7217,2729,,kwate-a fa-na wane,,give-3SG.OBJ for-3SG man,.,Give it to the man.,,,651,33
7218,2729,,kwate-a me'e boo fa-na wane,,give-3SG.OBJ TAM pig for-3SG man,.,Give the man a share of pork.,,,651,150
7219,2730,,ŋe ṭhuggu-ələ pene təŋŋət,,I.ERG child-DAT money(ABS) give,.,I give money to the child.,,,658,70
7220,2731,,buttal dušnin lu bullunni,,father.ERG girl.DAT book give,.,The father gave the daughter a book.,,,799,41
7221,2734,,Go kaju-ká kám zo bi.,,1SG dog-LOC little.bit food give,.,I gave so food to the dog.,,,716,711
7222,2735,,ruš-a gadadi-z cŭk ga-na,,,.,The girl gave a flower to the boy.,,,508,88
7223,2736,,ʔú'ən,,,.,to give somebody something,,,511,159
7224,2736,,ʔúm'ən-c-as kw‿s-Mom ti‿kk̮'wál̮'us‿a,,give-1SG.OBJ-3SG.SUBJ ART Mom ART-basket,.,Mom gave me a basket.,,,511,229
7225,2736,,ʔúm'n-as kw‿-s-ʃam ti‿c'qáx̌ʔ‿a,,give-3SG.SUBJ Sam horse,.,He gave Sam a horse.,,,511,229
7226,2737,,i da-w-ik arnikgan mimilung d-∅-inymuldi-rri=wany,,yes DEF-G1-DISTAL old.woman teacher 1MIN.OBJ-3.SUBJ-give-PAST.IMPFV=DUR,.,"Yes, that old woman always used to give me tucker",,,624,103
7227,2739,,ŋwa33 la33 su44 tɛ55 tho21ɣɯ21 gɯ21 o44,,I come NML2 OBJ book give PFV,.,I gave the person who came a book.,,(also p. 227),552,229
7228,2599,,Da-siki-fa no ly-myn.,,I-give-FUT it him-BEN,.,I will give it to him.,,"(also p. 55, 84, 109ff, 65)",713,56
7229,2741,,yo itɛwɛ ɛnɛyan ilɛ ɛtɛ iy.,,I 1SG.give food 3SG.go to he,.,I gave food to him.,,,619,53
7230,2741,,yo itɛeɛy ilɛ ɛtɛ iy,,,.,I gave it to him,,,619,53
7231,2741,,iy ipwɛy imɛ ɛtɛ yo.,,he 3SG.say 3SG.come to me,.,He said it to me.,,,619,129
7232,2740,,Tai hou na ho ade-a wini-o?,,what thither 3SG IRR give-3SG DDAT-2SG,.,What will I give you?,,,630,555
7233,2742,,n-e-enka mwaana mukaanda,,1SG-PST-give child book,.,I gave the child a book. (?),,,613,5
7234,2742,,n-a-mw-iinka mukaanda,,1SG-PST-3SG.OBJ-give book,.,I gave him/her a book.,,,613,6
7235,2744,,né ne mesʾápp-ó ʔóó-m ʔing-é-y,,2SG.NOM 2SG.GEN book-ABS who-DAT give-PFV-Q,.,To whom did you give your book?,,"(also p. 62, 201)",521,86
7236,2745,,Jesus-ya tî-maimu tîrî-ʾpî tî-n-aipontî'-san pia,,Jesus-ERG REFL-word give-PST 3RF-NOM-send-NOM to,.,Jesus gave his word to those he had sent.,,,516,39-40
7237,2745,,i-tîrî-'pî-i-ya,,3.OBJ-give-PST-3.SBJ-ERG,.,He gave it (to him).,,,516,66
7238,2745,,i-tîrî-'pî-u-ya,,3.BJ-give-PST-1.SUBJ-ERG,.,I gave it to him.,,,516,84
7239,2746,,Hasan a-barriq pesse ḍaq kanaq jhuwa.,,Hasan AV-give money to child that,.,Hasan gave money to that child.,,"(also p. 52, 53)",572,25
7240,2747,,pi-taà nu-che antesjo,,2SG-give 1SG-to spyglass,.,Give me the spyglass.,,,798,49
7241,2748,,həm hun-ka kitab də-it ch-iəinh,,I he-DAT book give-IMPF AUX.PRES-1>3HON,.,I gave him a book.,,,796,492
7242,2749,,hif-i·=bit=s Maria cʾakwa·-qapt,,ROOT-give=PAST=1SG.IND Maria one-round.object,.,I gave Maria a dollar.,,,569,121 (to 124)
7243,2750,,ma ∅-tzaj t-q'o-˥n Mal xkoo˥ya w-ee-ky',,RECP 3SG.ABS 3SG.ERG-give-DIR Maria tomato 1SG-DAT-1SG,.,Maria gave me a tomato.,,(also 183),597,279
7244,2753,,I hoatu ahau i te maaripi ki tana hoa maa Hone,,TA give I ACC the knife to his friend for John,.,I gave the knife to John’s friend for John.,,,533,272
7245,2753,,I hoatu a Mere i te keke ki (or maa) tana tama.,,,.,Mary gave the cake to her son.,,,533,272
7246,2754,,karawala ngiye nimpe wut atu,,money I.FUT you.OBJ give FUt.AUX,.,I shall give you some money.,,,776,34
7247,2754,,tyikirit kengi=na wut ayi,,cigarette I.NFUT=him.OBJ give PST.AUX,.,I gave him a cigarette.,,"(also 50, 54, 60)",776,49
7248,2754,,kantu yawa tyinta kanga=na wut ayi,,man that spear he.NFUT=him.OBJ give PST.AUX,.,He gave the spear to that man.,,"OBJ.AGR with R, but since this is restrickted to animate NPs, we don´t know whether R behaves differntly from T (which is never in practice human)",776,70
7249,2755,,Sudhā-lā phula de,,DAT      give.IMP,.,Give flowers to Sudha.,,-lā also for defnite/ animate DOs,707,292
7250,2755,,āʤī nātwā-lā goṣṭa sāŋgte āhe,,DAT,.,Grandmother is telling a story to the grandson.,,,707,136
7251,2756,,ʔiipaa-ny-sh qwaaq kyaa-m,,man-DEM-SBJ deer shoot-REAL,.,The man shot the/a  deer.,,,449,41
7252,2756,,Heather-sh Pam kwnhi aay-m,,Heather-SBJ Pam basket give-REAL,.,Heather gave a basket to Pam.,,both IO and DO unmarked,449,42
7253,2756,,Pam-sh kwnho m-aay-m,,Pam-SBJ basket 2-give-REAL,.,Pam gave you the basket.,,"the verb agrees with the IO, not with the DO",449,42
7254,2757,,ʿUa tuku ia te tama ʿi te kui,,PRF give 3SG.SUBJ ART child OBJ ART mother,.,He gave the child to the mother.,,"direct-object marking is omitted in imperatives, and also if there may be some confusion between direct and indirect",668,874
7255,2758,,Rogeriu mene-ta tʃapa dabipa,,Rogeriu give-IMP fish two,.,Give Rogeriu two fish.,,,605,50
7256,2758,,txura epepe Ivan mene-a-ʃ,,pig 1 Ivan give-PAST-3,.,He gave Ivan a pig.,,(also 115),605,109
7257,2759,,con chami-∅ mibi mene-nu,,1.GEN daughter-ABS 2.ABS give-INTENT.1,.,I´m going to give you my daughter. (or I´m going to give you to my daughter.),,,607,381-382
7258,2760,,au m-kom am m-kah m-me,,she §V-write letter for mother,.,She writes a letter to/ for her mother.,,,584,230
7259,2761,,almɛg ya-g ndɨ ŋgiɲ birŋgá-ndə,,meat give-IMPV you.ERG this old.man-DAT,.,You give this meat to the old man!,,,583,371/373
7260,2762,,àdə̅ gúsə̀ bɔ̀ɔ̅-ǹ,,gave money father-his,.,He gave the money to his father.,,,650,
7261,2762,,àdə̅ bɔ̀ɔ̅-ǹ gúsə̀,,gave father-his money,.,He gave the money to his father (?),,The free word order can in principle lead to ambiguity: M-àdə̅ ɓón̅g ngo̅n ‘I gave the hybra to the boy / I gave the boy to the hybra.’,650,
7262,2764,,fé kpaná we,,give K. to,.,Give it to K,,fé indirective,641,65
7263,2764,,nyá gɔ́ a pɛ́nɛ,,,.,Give me a penny.,,kɔ́ secundative,641,119
7264,2764,,pɛ́nɛ ve ndopói we,,,.,Give the child a penny.,,fé indirective,641,119
7265,2764,,mbeé ji ve kpaná we,,rice this give K. to,.,Give their rice to K.,,fé indirective,641,119
7266,2764,,Kpanâ gɔ́ a mbɛ̇íjî,,,.,Give K. this rice (lit. ‘with this rice’),,,641,119 (or 158)
7267,2765,,kwaʔa=ní ɨ̃ɨ̃=ka ità nuù=na.,,give=2POL one=ADD flower to=1POL,.,Give me another flower please.,,preposition body-part-item nuù (see also p. (also 111),671,175
7268,2766,,mə́n tsàa mír Kasham,,I give money Kasham,.,I gave money to Kasham.,,,744,295
7269,2767,,Pablo yaan-om so libro ni ʿaalo,,Pablo 3.A.give-APPL the book the woman,.,"Pablo gave the book to the woman. (Beatriz Gualdieri, p.c.)",,,,
7270,2768,,Betty-au ̎ka panana-a u-maka Tom-au ̎ka=tɪa,,Betty-ACC banana-ACC 3SG.ACC-give Tom-ACC=also,.,"Give a banana to Betty, and to tom too.",,"(see also p. 25, 132f, 140)",698,30
7271,2768,,Bettyʜi kumaza'-a i-maka- ̎ti,,Betty(NOM) bread-ACC 1SG.ACC-give-TNS,.,Betty gave me bread.,,,698,23
7272,2769,,u-p-ik-em,,3SG.F.SUBJ.AG-give-3PL.REC-3PL.THM,.,,,,181,54 ?
7273,2769,,Manumbiam nuŋunámbo kurúmbe ndeip aka kuande naka kanandúŋge upikem.,,Manumbiam wife children coconuts and bananas and taros she.gave.them.to.them,.,"Manumbiam's wife gave the children coconuts, bananas and taros. (German: Manumbian's Frau hat den Kindern Nüsse, bananen und Taro gegeben.)",,(also p. 54),181,9
7274,2770,,Yäe tye-te jiri-s kirijka yäetyiʾ otyiʾ,,1SG give-3M.OBJ one-F book[F] 1SG-M brother,.,I gave a book to my brother.,,,737,153f
7275,2771,,nii ong miika o-m-i-ng,,1SG DEM+M betel give-1O-2A-PAUC/DL+IMP,.,Give that betel mixtual (in your mouth) to me.,,,701,118
7276,2772,,hɛ̅ súŋkù hīŋ yɛ́l-yà,,donner argent donner enfant-POSS.3SG,.,Il a donné l’argent à son entfant.,,(also p. 510),596,511
7277,2774,,n-sin caan n-wur,,1SG-give hoe PREP-3MASC,.,I gave him a hoe.,,,609,201
7278,2775,,kanyin guruc,,I.give.him money,.,I give him money,,,527,92
7279,2775,,anyik ɛɛti ŋaa guruk,,gives man woman money,.,The man gives the money to the woman.,,,527,107
7280,2775,,any-in ɛɛti guruc,,,.,The man gives the money to you.,,,527,107
7281,2776,,mù n áy ə́-ní ìyém ày pə̀hś,,I give-him water to horse,.,I give the horse water.,,,682,175
7282,2776,,à sì-ŋ-kì sí,,he give-it-you it,.,He gave it to you.,,"pronominal DO-IO (cf. p. 92, 95)",682,174
7283,2776,,mù sə̀-ŋ-ní yáŋá,,I give-it-him PRF,.,I gave it to him.,,,682,95
7284,2776,,mù sə̀-ní t-a̍,,I give-him my-hand,.,I give him my hand.,,"pronoun - full NP; this language is much like French: nominal object with preposition, pronominal different only in 3rd person",682,95?
7285,2777,,Rila e tau=la bua ta Manola,,Rilu 3SG give=PF betelnut DAT Manola,.,Rilu gave some betelnut to Manola.,,,731,163-164
7286,2778,,geŋ gạ-ya-p ni,,2SG 2SG.OBJ-give-1SG.PRS eat,.,I give it to you to eat.,,,601,60
7287,2778,,mam-in sirdem remaŋ ma-ind-a-p,,mother-3PL.POSS pain much CONT-3PL.OBJ-give-3PL.PRS,.,They give its mother much pain.,,,601,44
7288,2779,,Bo Wöku me kredi në-d-∅-ë-o,,I Weku[F] ACC pig 1.SUBJ-give-3SGF.OBJ-SG.SUBJ-INDIC,.,I give Weku the pig.,,,556,72
7289,2779,,Bo Asi me kredi në-dë-d-ë-o,,Asi[M]                   1SUBJ-give-2S.M.OBJ-SG.SUBJ-INDIC,.,I give Asi the pig,,,556,72 ?
7290,2780,,kɪ-maka-la,,,.,Gave him (it)!,,,515,112
7291,2780,,nieč-maka,,1SG-give,.,gives me (it).,,,515,108
7292,2780,,o-kɪ-maka-kɪ probliema-s,,PST-him-give-PRF-PL problem-PL,.,They gave him troubles.,,,515,23
7293,2780,,no-k-on-maka-k,,I-him-hence-give-PRF,.,I (went and) gave it to him.,,,515,92
7294,2781,,Bo2la3-nxa3ka2 in3txa2 ũ3hũ1-na1-tu1-wa2.,,ball-CLF.sphere man give-OBJ.3SG-1SG-FUT.IMPF,.,I’ll give the ball to the man.,,(also p. 4),661,12
7295,2782,,yaa yiníʾá̢,,,.,S/he gave it to him/ her. (Faltz 2000 p. 29???),,,,
7296,2783,,Kdokotela uphe abantwana umuthi,,doctor 3SG.give.PST children medicine,.,The doctor gave the children medicine.,,,551,21
7297,2784,,bábba ka-bé-na mámam bindi-wú-na míbbarda,,father 3SGM.S-go-REM grandmother 3SG.A+3O-give-REM bardicoot,.,My father went an gave a bardicoot to my two grandmother.,,"(also p. 191, 206, 210, 208, 218, 227)",677,191
7298,2784,,kórnka bi-rri-wú-na,,yams 3PL.A-3SGM.O-give-REMOTE,.,They gave him yams.,,,677,280
7299,2785,,gərib-lai pəisa dine hunchə,,poor-DAT money give.INF be.3SG.PRS,.,It is good to give money to the poor.,,,727,572
7300,2786,,Gu-∅-weʔ-wu-u ṇugopo-ŋoji,,3-3SG<3SG-water-give-PRS husband-her,.,She gives her husband water.,,,680,50
7301,2787,,guya=ndu=na ŋu-nhi,,fish(ABS)=you.NOM=he.ABS give-PST,.,You gave him fish.,,syntactically ambigous,585,131
7302,2787,,guya=ndu bura:y ŋu-nhi,,fish(ABS)=you.NOM child(ABS) give-PST,.,You gave a child fish.,,syntactically ambigous,585,132
7303,2788,,arnmanu̅-lu ingii nyarlu-nha wur'a,,man-ERG give.PST woman-ACC money,.,The man gave the woman money.,,(also p. 87),545,90
7304,2788,,ngayi ingii uthu thundu,,I give.PST dog meat,.,I gave meat to the dog.,,"(also p. 50, 80, 131)",545,128
7305,2790,,tim kin̉ám-ə-ỷ=t liki:-ʔaká ʔa=s[t] Máry,,FUT give something to Mary,.,I am going to give something to Mary.,,(also p. 454f),768,341f
7306,2791,,Age e fua Loku ki a ia,,give ABS fruit papaya to PERS him,.,Give3 him the papaya.,,(also p. 36),748,32
7307,2792,,ymyk kasandas p'oɣ̍la kʿim-ḍ,,mother pencil child give-FIN,.,Mother gave the child a pencil.,,,708,46
7308,2793,,n-ka-ha omworo empiiha,,1SG-RP-give poor.man money,.,I gave the poor man money.,,(also p. 43),770,92
7309,2793,,n-ka-gi-mu-ha,,I-PST-it-him-give,.,I gave it to him.,,(also p. 439),770,92
7310,2794,,Pene rui kupua osi-ki,,don’t give sickness to-3SG,.,Don’t give her sickness.,,,547,101f
7311,2794,,I-rui kepen osi au,,3SG-give money to I,.,He gave money to me.,,,547,116f
7312,2795,,ogìčki dúngit tíddi,,man.DAT money.ACC I.give,.,I give the man the money,,,528,366
7313,2796,,ay it-ti ka:g tir-s-i,,I man-ACC house.ACC give-PST-1SG,.,I gave the man the house.,,,517,231
7314,2796,,buru ay-gi kitaip-ki de:s-s-u,,girl I-ACC book-ACC give-PAST-3SG,.,The girl gave me a book.,,,517,231
7315,2797,,hin-i˙=si=ƛa˙ hičma ḥawʾi˙h,,root-give=1SG=again torch chief.PL,.,Again I gave torches to the chiefs.,,,569,121( to 124)
7316,2798,,k maak g čɨoǰ g gogs g čuukhug,,INTROD give ART man ART dig ART meat,.,And the man is giving the dog meat.,,"(also p. 111, 124)",740,108
7317,2800,,xennáa ifíi-f xanne,,present self-DAT give,.,He gave himself a present.,,,705,197
7318,2800,,súurá ifí namaa-f hin-xánnu,,picture self anyone-DAT NEG-give,.,I don’t give a picture (?) of myself to anyone.,,,705,197
7319,2800,,nama sún intalaa-f xennáa xannisiis-e,,man that girl-DAT present give.CAUS-PST,.,He made that man give the girl a present.,,also benefactive (Owens 1985: 115),705,99
7320,2801,,Ano bian-na teala-sa Lukas hap lop ta-bla-k-a,,my father-DEF money-ACC Lukas DAT take.ACC.PL NOM.SG.ACC.PL-DAT.SG-PAST-NOM.M,.,My father gave money to Lukas.,,,606,239
7321,2804,,ûʾkwe lu:tş-aʾs şûp̧ pu:ts-u-ts-thu,,my child-DAT corn feed-IMPF-PROG-DECL.1SG,.,I feed my child corn.,,,648,76
7322,2804,,lu:tş-aʾs tşitş ûs-thu ûʾ-kanh,,child-DAT meat give-DECL.1SG eat-FIN.PURP,.,I give my child meat to eat.,,"also allative (p. 122, 157)",648,182
7323,2805,,kó pá nrè xì-re wââ yò nrí,,I ASSERT FUT give-ACT cloth to him/her,.,I will give her cloth.,,,706,248
7324,2806,,kusupavayan,,I.you.give,.,I will give it to you.,,,595,156
7325,2806,,urhi tjemumal aken tjanu-sun,,FUT say.AF I OBL-you,.,I will say it to you.,,,595,194
7326,2806,,kupinavayan a alak tua alu,,I.gave NOM child OBL sugar,.,I gave the child sugar.,,,595,194
7327,2806,,kupinavayan a alu tua alak,,I.gave NOM sugar OBL child,.,I gave the sugar to a child.,,,595,194
7328,2806,,aitsu a susinipavay tjanu-aken,,that NOM you.gave OBL-I,.,That you gave me.,,,595,194
7329,2806,,kusipavay tjanu-sun tsu a paisu,,I.give OBL-you that NOM money,.,I give you that money there.,,,595,194
