Construction_ID,Construction_name,Construction_schema,Description,Language_ID,Construction_meanings::Meaning_ID,Construction_examples::Example_ID,Construction_references::Reference_ID,Construction_references::Pages
645,Ditransitive,,"Flag         AG
A:          ERG      “A”   
T:          ABS       “O”
R:         ALL         “O” (when first/ second PL)

Chukchi has a person split
3rd person: IO
1st/ 2nd person: neutral or secundative

see Dunn 1999 p. 206-207",2638,2,,591,
646,Ditransitive,,neutral,2901,2,7107,685,
647,Ditransitive,,neutral,2639,2,7108,560,
648,Ditransitive,,"DO and IO markers are identical.
This could be counted as neutral, but I count it as indirective here becausethe construction in full NPs is the same as the construction in pronouns, an pronous distinguish two. See Lambdin 1981 p. 35.; indirective",2641,2,,664,
649,Ditransitive,,secundative,2642,2,7109,567,
650,Ditransitive,,neutral,2643,2,7110,700,
,,,,,,7111,,
651,Ditransitive,,"IO phrases involve a difference from DO phrases only as for as the bound pronouns are concerved, indirecct objects having H tone, direct object having L tone; neutral",2644,2,7112,773,
652,Ditransitive,,indirective,2902,2,7113,805,
653,Ditransitive,,,2646,2,7114,774,
654,Ditransitive,,neutral; both marked ABS/ ACC,2647,2,7115,772,
655,Ditransitive,,indirective,2648,2,7116,512,
,,,,,,7117,,
656,Ditransitive,,mixed,2650,2,7118,779,
,,,,,,7119,,
657,Ditransitive,,"object marker ŋ is also used with DOs, but only when there are pronouns or proper nouns (DOM!)
when both R and T are proper nouns, ŋ is optional with T, obligatory with R. See Plungian 1995 p. 12-13; indirective",2651,2,7120,717,
658,Ditransitive,,"indirective; rec. preposition i-
spiecail IO-suffixes",2615,2,7121,712,
,,,,,,7122,,
661,Ditransitive,,mixed; secundative only if: recipient is pronoun or proper name an theme is an NP with article; indirective only if recipient is a lexical NP and theme is pronoun or proper noun (has priority as DO),2653,2,7126,509,
662,Ditransitive,,neutral,2654,2,7127,539,
663,Ditransitive,,indirective,2655,2,7128,520,
664,Ditransitive,,neutral,2656,2,7129,780,
665,Ditransitive,,"indirective (different see p. 30, 90, 182, 192, 193)",2657,2,7130,621,
666,Ditransitive,,"secundative; small set of ditransitive verbs with two unmarked NPs: ‘give, tell, call, name’",2658,2,7131,565,
,,,,,,7132,,
667,Ditransitive,,"indirective; there is only a single possible syntactic frame for soli-a ‘give’: gift= O, given pronoun= vei+ NP
see also Dixon 1988 p. 220",2660,2,7133,582,
668,Ditransitive,,indirective,2661,2,7134,11765200948,
,,,,,,11765214908,,
669,Ditransitive,,"neutral; the IO precedes the DO, this remains true even if the IO is a long complex NP, see also Nettle 1998 p. 44",2662,2,7135,693,
,,,,,,7136,,
670,Ditransitive,,indirective,2663,2,7137,634,
671,Ditransitive,,"secundative; objects precede the verb
no case marking+animate objects are indexed on the verb by a suffix
#apparently only Rs are indexed, I assume this
see also Mc Guckin 2002 p. 309",2664,2,7138,676,
672,Ditransitive,,neutral,2904,2,7139,689,
673,Ditransitive,,neutral; ‘show’ see Koroma 1994 p. 147f,2665,2,7140,657,
,,,,,,7141,,
674,Ditransitive,,secundative,2666,2,7142,675,
,,,,,,7143,,
,,,,,,7144,,
,,,,,,7145,,
675,Ditransitive,,neutral,2667,2,7146,640,
676,Ditransitive,,"indirective; postposition ve/ pe (also benefactive, p. 175; locative p. 163; DOM p. 156)",2668,2,7147,616,
677,Ditransitive,,indirective,2669,2,7148,11642690839,
678,Ditransitive,,"neutral; 5 attested 3-place verbs, among them ŋura ‘give’ use the absolutive case for both object NPs",2670,2,7149,593,
679,Ditransitive,,"secundative; # no example of two full-NP args, but clear that it must be 2 zero-coded Nps and indexing only of T",2671,2,7150,615,
680,Ditransitive,,indirective,2673,2,7151,598,
681,Ditransitive,,indirective,2674,2,7152,723,
682,Ditransitive,,"secundative; IOs are introduced by the particle ma- before pronouns, wà (or mà)`before nouns
IO precedes DO; the ver baa ‘give’ is the commonst of a very limited number of verbs which require no ind. obj indicator see Kraft and Kirk-Greene 1973 p. 75",2675,2,7153,659,
,,,,,,7154,,
683,Ditransitive,,"secundative; Verb agrees with A and R, not with T; applicative form of verb is used, but: ha ‘give_x001C_’; mum ‘give (foot to eat)’; thun ‘give (to drink)’ inharently ditransitive",2676,2,,,
684,Ditransitive,,neutral,2677,2,7155,610,
685,Ditransitive,,indirective,2678,2,7156,,
686,Ditransitive,,denaa ‘give’; -ko ‘DAT’,2679,2,11771874180,11771908505,
687,Double Object construction,[A-erg R-abs T-abs V],,2680,2,7157,592,
688,Ditransitive,,"indirective; rua  directional ptd:
peter moog rua tom haar dlej
                    DIR LOC river
‘Peter is going to the river.’; also G-T, but very restricted:
[Susan]A  qha [zaaj ntawd]T [rua nwg nam]G ~ [Susan]A  qha [ nwg nam]G [zaaj ntawd]T 
see Harriehausen 1990 p. 186, 133",2681,2,7159,622,
689,Ditransitive,,"mixed; only ditransitive verb I have found is poni ‘give’ (#this uses “ditr.” in a restricted sense)
see Davis 2003 p. 190, 122-129; the gift is distiguished from the recipient since only the recipient is indexed by the object marker; # two ‘give’ verbs behave differntly",2682,2,7160,573,
,,,,,,7161,,
690,Ditransitive,,indirective; dative case also expresses expeiencer an locative,2683,2,7162,804,
,,,,,,7163,,
691,Ditransitive,,neutral,2684,2,7164,736,
692,Ditransitive,,indirective,2685,2,7165,752,
693,Ditransitive,,"Indirective; the verb ‘give’ is normally deleted in an imperative construction (sapoh ka-m ‘give me tabacco’); case-marking is indirective in Imonda: -m (also used for allative) is obligatory with recipients, but optinal with themes (only human ones, as in Spanish) See Seiler (1985: 18, 22, 36  46, 50, 66, 94, 98, 99, 103)",2686,2,7166,747,
694,Ditransitive,,indirective,2687,2,7167,696,
695,Ditransitive,,indirective,2688,2,7168,687,
,,,,,,7169,,
,,,,,,7170,,
,,,,,,7171,,
696,Ditransitive,,neutral,2827,2,7172,638,
697,Ditransitive,,indirective; indirect-object lowening Hofling 2000 p. 258,2689,2,7173,633,
698,Ditransitive,,indirective; dative-serialitation,2690,2,7174,733,
699,Ditransitive,,# both R + T have ABS case-marking; only R indexed on verb; secundative,2691,2,7175,745,
700,Ditransitive,,indirective,2692,2,7176,778,
701,Ditransitive,,directive,2693,2,7177,568,
703,Ditransitive,,secundative,2694,2,7180,578,
704,Ditransitive,,no case marking; secundative indexing,2695,2,7181,730,
705,Ditransitive,,indirective,2696,2,7182,562,
706,Ditransitive,,indirective,2698,2,7183,749,
707,Ditransitive,,wua-ng ‘give to x’ also give is appl (but wua also exists) Klamer 1998 p. 203,2699,2,,442,
708,Ditransitive,,"neutral; the 4 verbs ‘send, ‘remove’, ‘insert’, ‘give’ are the only verbs that allow double objects; also serial verb construction see Ikoro 1996 p. 204",2700,2,7184,639,
,,,,,,7185,,
709,Ditransitive,,indirective,2701,2,7186,11643308537,
710,Ditransitive,,"‘give’: ʔêh, išê·h, ʔákih, iphih
tâ·k ‘give me...!’ (monomorphemic)
see Bright 1957 p. 382",2702,2,,553,
711,Ditransitive,,see Pilhofer 1933 p. 39,2703,2,,714,
712,Ditransitive,,neutral,2704,2,7187,761,
713,Ditransitive,,indirective,2705,2,7188,526,
,,,,,,7189,,
,,,,,,7190,,
714,Ditransitive,,indirective,2706,2,7191,513,
716,Ditransitive,,indirective,2708,2,7194,767,
717,Ditransitive,,"indirective; The use of ya is optional in the case of one object. In the case of two objects, on of them must have ya. If one of the objects is expressed by a pronoun, it must be preceded by ya. see Rabel 1961 p. 125",2709,2,7195,720,
,,,,,,7196,,
718,Ditransitive,,indirective,2711,2,7197,766,
,,,,,,7198,,
719,Ditransitive,,secundative,2712,2,7199,751,
,,,,,,7200,,
,,,,,,7201,,
720,Ditransitive,,"neutral; only two verbs angan ‘give’ and tuanga ‘tell’
see also Groves et al. 1985 p. 96, 105",2713,2,7202,618,
721,Ditransitive,,"indirective; there is no structured differnce between dir. an ind. objects Barker 1964 p. 344; P: optionally marked -ʾas
R: obligatory marked -ʾas
se Rude 1988 p. 656f.",2714,2,7203,734,
,,,,,,,531,
722,Ditransitive,,indirective,2716,2,7204,594,
723,Ditransitive,,mixed,2717,2,7205,800,
,,,,,,7206,,
724,Ditransitive,,,2718,2,,660,251
725,Ditransitive,,mixed,2719,2,7207,665,
,,,,,,7208,,
726,Ditransitive,,"neutral; ACC.case -ke(n) : obligatory for animate nouns, optional for inanimate nouns; IO an DO have the same case-marker",2720,2,7209,692,
727,Ditransitive,,"if both object NPs are non-pronominal IO < DO:
də pa a kɛ̃ɔ̃ hoŋ a  j̃ãna ‘he gives the woman some millet’
same if both are pronouns:
də pa də hɛ̃ ‘he gives her it’
if either of the objects is a pronoun, it comes first; IO of ‘give’ can optinally be expressed with the postposition nɛ ‘for’ (normally: benefactive) order of IO / DO is than free",2721,2,,726,68f
728,Ditransitive,,,2722,2,7210,801,
,,,,,,7211,,
729,Ditransitive,,also with ‘say’,2723,2,7212,84,
730,Ditransitive,,"always neutral, but two possible orders:
T-R, when the applicative suffix is absent
R-T, when R is a pronoun
see Cohen 2000  124, 125, 11, 81, 116)",2725,2,7213,561,
,,,,,,7214,,
731,Ditransitive,,"indirective; both DO an IO are marked by the poposition si ‘for, to’, which can also carry the meaning of cause or pupose.
si is obligatory with IO but optional with DO if no ambiguity results.
see Bender 1996 p. 14, 47",2727,2,7215,534,
732,Ditransitive,,"secundative
 there is no dependent marking, but verb inflicts only for recipient in ditransitive clauses (Matthew Dreyer p.c.)",2728,2,,11643800154,
733,Ditransitive,,indirective,2729,2,7216,651,
,,,,,,7217,,
,,,,,,7218,,
734,Ditransitive,,indirective,2730,2,7219,658,
735,Ditransitive,,indirective,2731,2,7220,799,
736,Ditransitive,,? cf. Wolff 1983 p 233-234,2732,2,,795,
737,Ditransitive,,"indirective; the dative is used in the function of an IO:
dot kam ko
give sb.DAT sth.ACC
see Mathiassen 1997 p. 177",2733,2,,673,
738,Ditransitive,,indirective,2734,2,7221,716,
739,Ditransitive,,AERG TABS GDAT (Haspelmath 1993 p. 272); indirective,2735,2,7222,508,
740,Ditransitive,,"secundative; 3-pl-verbs: NP refering to theme:
ʔúm'ən-túmut kwu̮‿tík
give-1PL INDEF.ART-tea
‘Give us some tea.’ (see van Eijk 1997 p. 228)",2736,2,7223,511,
,,,,,,7224,,
,,,,,,7225,,
741,Ditransitive,,"no case-marking on R or T
the R argument is cross-referenced on the verb (see Harvey 2001p. 72, 102-103)",2737,2,7226,624,
742,Ditransitive,,indirective,2739,2,7227,552,
743,Ditransitive,,indirective,2599,2,7228,713,
744,Ditransitive,,"ɛtɛ is also used with prop. pɛeti, when the object is animate; names functioning as animate goal are introduced by co-verbs la ‘go’/ mɛ ‘come’ (Hamel 1994 p. 128)",2741,2,7229,619,
,,,,,,7230,,
,,,,,,7231,,
745,Ditransitive,,indirective; dative preposition wa- / wini- (Hill 2002 p. 555),2740,2,7232,630,
746,Ditransitive (BJ),,"neutral; different with verbs like ‘take’:
n-a-twaala wuña kudi-taata
take flour DAT-father
‘I took the flour to my father.’; dative ptep can only appear as direct object of the active clause (’obligatory promotion’)
pronominalization
verb adjancy
only recipient can become passive",2742,2,7233,613,
,,,,,,7234,,
747,Ditransitive,,indirective,2744,2,7235,521,
748,Ditransitive,,indirective; indirect objects see Abbott 1991 p. 84,2745,2,7236,516,
,,,,,,7237,,
,,,,,,7238,,
749,Ditransitive,,indirective; ḍaq also ‘to’ (ALL) DOM,2746,2,7239,572,
750,Ditransitive,,,2747,2,7240,798,
751,Ditransitive,,"indirective flagging, secundative indexing",2748,2,7241,796,
752,Ditransitive,,neutral,2749,2,7242,569,
753,Ditransitive,,"indirective; relational noun -e(e): ‘to’ dative, ‘of’ possesive, ‘for’ benefactive, accusative 8eg. with inf.)
see England 1983 p. 72,74",2750,2,7243,597,
754,Ditransitive,,"indirective
no ex, but well described (Slater 2003 p. 124-125)",2752,2,,758,
755,Ditransitive,,"indirective; ki also ‘with(INSTR)’, ‘to(ALL)’
Bauer 1993 p. 272",2753,2,7244,533,
,,,,,,7245,,
757,Ditransitive,,"neutral; wut/ wurut ‘give’ see Tryon 1970b p.33, 50",2754,2,7246,776,
,,,,,,7247,,
,,,,,,7248,,
758,Ditransitive,,indirective,2755,2,7249,707,
,,,,,,7250,,
760,Ditransitive,,Both direct and indirect onjects are marked by ʿì / ʿia  (see Lynch 2002a: 874),2757,2,7254,668,
761,Ditransitive,,neutral; no case-marking or indexing,2758,2,7255,605,
,,,,,,7256,,
762,Ditransitive,,"both R an T marked ABS, no distinction in coding see Fleck 2002 p. 381-382; neutral",2759,2,7257,607,
763,Ditransitive,,"oth; the verb -e ‘give’ can take at most two arguments.the ‘actor’ and the ‘patient’, no room to express a third argument see Dol 1999 p.246 (also: 188, 211, 266",2760,2,7258,584,
764,Ditransitive,,indirective,2761,2,7259,583,
765,Ditransitive,A V R T ~ A V T R,,2762,2,7260,650,
,,,,,,7261,,
766,Ditransitive,,mixed; Innes 1971 p. 157 preposition a ‘with’ (INSTR),2764,2,7262,641,
,,,,,,7263,,
,,,,,,7264,,
,,,,,,7265,,
,,,,,,7266,,
767,Ditransitive,,"indirective; in general, verbs of transfer, speaking and sight take arguments marked with nuù",2765,2,7267,671,
768,Ditransitive,,neutral,2766,2,7268,744,
769,Ditransitive,,mixed,2767,2,7269,,
770,Ditransitive,,flagging: neutral (ACC-ACC),2768,2,7270,698,
,,,,,,7271,,
771,Ditransitive,,R and T only indexed on the verb; indexing is indirective; indirective,2769,2,7272,181,
,,,,,,7273,,
772,Ditransitive,,no case marking (§4.1); indexing of P an R; secundative,2770,2,7274,737,
773,Ditransitive,,"Both R and T are in the absolutive case, only R is indexed on the verb.",2771,2,7275,701,
774,Ditransitive,,"neutral only when R is a pronoun, but unclear what happens when R is a full NP - serial verb construction?; 
indirective",2772,2,7276,596,302-304
775,Ditransitive,,indirective,2774,2,7277,609,201
776,Ditransitive,,"DO suffixes
SG
1-an
2 -un
3-in
PL 
1 -naaŋ
2 -nooŋ
3 -neeŋ; neutral",2775,2,7278,527,
,,,,,,7279,,
,,,,,,7280,,
777,Ditransitive,,indirective alignment; no dative preposition with personal pronouns,2776,2,7281,682,
,,,,,,7282,,
,,,,,,7283,,
,,,,,,7284,,
778,Ditransitive,,indirective,2777,2,7285,731,
779,Ditransitive,,"obj-agreement optional, but ??? obligatory with IO; secundative (because of object agreement (no relevant case-marking))",2778,2,7286,601,
,,,,,,7287,,
780,Ditransitive,,case-marking alignement is clearly indirective; indexing alignement clearly secudative. How to treat? as indirective,2779,2,7288,558,
,,,,,,7289,,
781,Ditransitive,,or completly Tuggy 1979; neutral,2780,2,7290,515,
,,,,,,7291,,
,,,,,,7292,,
,,,,,,7293,,
782,Ditransitive,,"the verb only contains SUBK an OBJ person markers, the OBJ marker cross-references the R; secundative",2781,2,7294,661,
783,Ditransitive,,,2782,2,7295,,
784,Ditransitive,,neutral,2783,2,7296,551,
785,Ditransitive,,"the major participants in a clause (A, O, S, IO) are marked by pronominal affixes to the verb and, if also included as independent nominals and pronominals, are not marked forn case.; 
secundative: only P and R, not T, agree with V",2784,2,7297,677,191
,,,,,,7298,,
786,Ditransitive,,indirective,2785,2,7299,727,
787,Ditransitive,,no flagging (only absolutive); secundative,2786,2,7300,680,
788,Ditransitive,,"Goal is treated like theme/ DO: ABS case in full NPs; ACC case in pronouns; if both T ang G are pronouns, the G is in genitive
ŋu-nhi=dju=lugu=na
give-PAST=I.NOM=he.GEN=it.ABS
‘I gave it to him.’; neutral",2787,2,7301,585,
,,,,,,7302,,
789,Ditransitive,,"ditransitive verbs have two direct objects ; 

both R and T are direct objects: ACC-marked as pronouns, ABS-marked as full NPs; “specific ACC” possible (sancttions required) with def/ animate ; 

neutral",2788,2,7303,545,"49-50, 122"
,,,,,,7304,,
790,Ditransitive,,indirective,2790,2,7305,768,
791,Ditransitive,,indirective,2791,2,7306,748,
792,Ditransitive,,or all Panfilov 1965; neutral,2792,2,7307,708,
793,Ditransitive,,neutral,2793,2,7308,770,
,,,,,,7309,,
794,Ditransitive,,indirective,2794,2,7310,547,
,,,,,,7311,,
795,Ditransitive,,indirective,2795,2,7312,528,
796,Ditransitive,,"a recipient NP is a direct object; theme ARG is not DO
cannot be passivized
doesn’t determine AGR; recipient can be passivized
agrees in number with the verb
antecedes REFL; neutral",2796,2,7313,517,
,,,,,,7314,,
797,Ditransitive,,neutral,2797,2,7315,569,
798,Ditransitive,,neutral,2798,2,7316,740,
800,Ditransitive,,indirective,2800,2,7317,705,
,,,,,,7318,,
,,,,,,7319,,
801,Ditransitive,,indirective,2801,2,7320,606,
802,Ditransitive,,"cf. Hess 1968 p. 85 daʔyɛncwábī, nxámạdi",2802,2,,629,
803,Ditransitive,,indirective,2804,2,7321,648,
,,,,,,7322,,
804,Ditransitive,,indirective,2805,2,7323,706,
805,Ditransitive,,mixed,2806,2,7324,595,
,,,,,,7325,,
,,,,,,7326,,
,,,,,,7327,,
,,,,,,7328,,
,,,,,,7329,,
,,,,,,7330,,
806,Ditransitive,,"both objects normally ACC; 

“A pattern in which a traditional IO appears to be the true DO of a a ditransitive verb is found in a wide range of languages. Within the Ngayarda group, Yinyjiparnti shoes the Panyjima constraints on the subjects of passive ditransitives, but Martuthemira allows both G an T subjects.” (Dench 1991:194); 

neutral",2808,2,7331,575,193-194
807,Ditransitive,,,2809,2,7332,514,
808,Ditransitive,,indirective,2810,2,7333,753,
,,,,,,7334,,
,,,,,,7335,,
809,Ditransitive,,indirective,2811,2,7336,507,
810,Ditransitive,,"Pilagá does not seem to differentiate between a direct and indirect object; alignment is neutral, because no evidence of special treatment of R.",2812,2,7337,785,312-316
,,,,,,7338,,
811,Ditransitive,,neutral,2813,2,7339,600,
812,Ditransitive,,neutral,2814,2,7340,550,
813,Ditransitive,,neutral,2815,2,7341,543,
814,Ditransitive (BJ),,indirective,2817,2,7342,546,
815,Ditransitive,,"both R an T get ACC (-ta)
both R an T are indexed on the verb
indexing prefer R to T
mixed lg. indexing: secundative; flagginf neutral, however since case-marking is neutral, we only look at indexing",2818,2,,787,"179-180, 236"
816,Ditransitive,,"applicative prefix ya(a)- with 3rd person recipient
-aak/ -a with 1st, 2ndperson recipient",2819,2,7343,617,117
,,,,,,7344,,
,,,,,,7345,,
,,,,,,7346,,
817,Ditransitive,,indirective,2820,2,7347,589,
818,Ditransitive,,indirective,2821,2,7348,663,
819,Ditransitive,,neutral; the two objects are not distiguished,2822,2,7349,765,"32,118"
,,,,,,7350,,
820,Ditransitive,,indirective,2823,2,,746,"31, 97"
821,Ditransitive,,indirective,2824,2,7351,739,
822,Ditransitive,,"no case-marking
no indexing; neutral",2825,2,7352,642,"34 (also 73, 57)"
823,Ditransitive,,or all ref. Samarin 1967a !?!; indirective,2826,2,7353,738,
,,,,,,7354,,
,,,,,,7355,,
,,,,,,7356,,
824,Ditransitive,,indirective,2829,2,7357,644,
825,Ditransitive,,mixed,2830,2,7358,759,
,,,,,,7359,,
,,,,,,7360,,
826,Ditransitive,,"Dative-allative: case of the indirect object (examples with ‘say’, ‘bring’)
Illative: rarer; indirective",2831,2,7361,662,
827,Ditransitive,,neutral,2832,2,7362,683,
828,Ditransitive,,secundative,2833,2,7363,769,
829,Ditransitive,,"looks like doubl object with pronouns, indirect object with full NPs, i.e. dominant indirective flagging",2835,2,7364,557,
,,,,,,7365,,
,,,,,,7366,,
830,Ditransitive,,neutral,2836,2,7367,535,
,,,,,,7368,,
,,,,,,7369,,
,,,,,,7370,,
831,Ditransitive,,neutral,2837,2,7371,666,
832,Ditransitive,,indirective,2838,2,7372,,
833,Ditransitive,,indirective,2839,2,7373,523,
834,Ditransitive,,indirective,2840,2,7374,794,
,,,,,,7375,,
,,,,,,7376,,
,,,,,,7377,,
835,Ditransitive,,mixed,2841,2,7378,691,
,,,,,,7379,,
836,Ditransitive,,"no agreement, no case marking: both neutral",2842,2,7380,549,
,,,,,,7381,,
837,Ditransitive,,mixed,2843,2,7382,742,
,,,,,,7383,,
,,,,,,7384,,
838,Ditransitive,,indirective flagging,2844,2,7385,674,
839,Ditransitive,,,2845,2,7386,756,
,,,,,,7387,,
840,Ditransitive,,neutral,2816,2,7388,559,
,,,,,,7389,,
,,,,,,7390,,
,,,,,,7391,,
841,Ditransitive,,secundative indexing,2846,2,7392,670,
,,,,,,7393,,
842,Ditransitive,,"cf. Bascom 1982 p. 274, 301",2847,2,,532,
843,Ditransitive,,"In clauses with 3 arguments, the object prefix always marks the recipient, i.e. the language shows secundative indexing.",2848,2,7394,793,187
844,Ditransitive,,indirective,2849,2,7395,,
,,,,,,7396,,
845,Ditransitive,,mixed,2850,2,7397,626,
,,,,,,7398,,
846,Ditransitive,,multiple constructions,2851,2,7399,802,
,,,,,,7400,,
847,Ditransitive,,indirective,2852,2,7401,577,
848,Ditransitive,,mixed,2853,2,7402,803,
,,,,,,7403,,
849,Ditransitive,,"The marker of both direct and indirect objects is nə- prefixed to the noun.
For direct objects the use of  nə- is optional, especially if the object is inanimate.",2854,2,,655,432f
850,Ditransitive,,indirective,2856,2,7404,704,
851,Ditransitive,,no case-marking; secundative,2857,2,7405,703,
,,,,,,7406,,
,,,,,,7407,,
,,,,,,7408,,
,,,,,,7409,,
852,Ditransitive,,secundative,2858,2,7410,588,
,,,,,,7411,,
853,Ditransitive,,indirective,2859,2,7412,631,
854,Ditransitive,,indirective,2860,2,7413,667,
855,Ditransitive,,"choice of DAT suffixes:
-s least topical
-ki intermediate
-tl most topical
Dat also marks benefactive, allative
Guirardello ???? p. 282",2861,2,7414,,
,,,,,,7415,,
856,Ditransitive,,"Thurgood, Graham p.c.; indirective",2862,2,7416,,
857,Ditransitive,,indirective,2863,2,7417,563,
858,Ditransitive,,indirective,2864,2,,525,
859,Ditransitive,,indirective,2865,2,7418,690,
860,Ditransitive,,indirective,2866,2,7419,632,
861,Ditransitive,,"when R is focused: ò NP (with prop, postverbal); neutral",2867,2,7420,688,
862,Ditransitive,,neutral,2868,2,7421,579,
863,Ditransitive,,indirective,2869,2,7422,656,
864,Ditransitive,,indirect object lowering; indirective,2870,2,7423,574,"314, 229"
,,,,,,7424,,
,,,,,,7425,,
865,Ditransitive,,indirective,2871,2,7426,782,
866,Ditransitive,,put X in Y’s palm indirective (Andrej Kibrik p.c.),2872,2,,,
867,Ditransitive,,indirective,2873,2,7427,649,
,,,,,,7428,,
,,,,,,7429,,
868,Ditransitive,,,2874,2,7430,722,
869,Ditransitive,,neutral,2875,2,7431,695,
870,Ditransitive,,neutral,2876,2,7432,636,
871,Ditransitive,,"The evidence for IO is considerably weaker than for subject and object. IOs are marked with DAT and are never represented in the AUX. IOs can be distinguished from DAT-adjuncts and complements in that they are subcategorisable and semantically unrestricted, and thereby care functions.; 

dative case:
- IO of intr., semitr., ditr. verbs
- object of derivated nom.
- beneficiary
- abou, until; 

‘take T from G’, ‘give T to G’, ‘teach T to G’
arg- registered in the auxiliary: G; 

both T and G are ACC-marked; neutral",2877,2,7433,697,"57, 86, 189"
872,Ditransitive,,Subject/ object zero-marked; dative-case: -ma/ -(i)si/ -to marks mostly benefactive,2878,2,7434,729,
,,,,,,7435,,
873,Ditransitive,,or all Harvey 1987!!!; neutral,2879,2,7436,623,
874,Ditransitive,,"in ditrans. clauses:
A: ERG SUBJ-agree
R: ABS OBJ-agree
T: ABS / (cannot be coded on the verb); secundative",2880,2,7437,681,65-66
,,,,,,7438,,
,,,,,,7439,,
875,Ditransitive,,indirective,2881,2,7440,587,
876,Ditransitive,,mixed,2882,2,7442,581,
,,,,,,7441,,
877,Ditransitive,,indirective,2883,2,7443,628,
878,Ditransitive,,neutral (Tom Güldemann p.c.),2884,2,,,
879,Ditransitive,,"objects, whether direct or indirect, are refered to by Set II encltics; 

we know of no structured or syntactic evidence that differntiates IO ad DO:
both objs may be preceded by the set II enclitics
may occur in either order
both can be relativized; 

neutral",2885,2,7444,711,"361, 367"
,,,,,,7445,,
880,Ditransitive,,mixed,2886,2,7446,653,
881,Ditransitive,,"§4.5.5 ‘give’ is phonologically zero, as in Amele; 

marking split as in French and Yimas: 1st/ 2nd person ACC, 3rd person DAT (functional explanation p. 320) see fn 60",2888,2,,635,"141, 319-320"
882,Ditransitive,,or all Dixon 1977b; IO lowering (Dixon 1977a p. 359); indirective,2889,2,7447,580,
883,Ditransitive,,"dative affixes are the same as the O forms only in the 1st and 2nd persons; in 3rd person forms, te dative suffixes are distinct from both A and O prefix forms.; 

indirective",2890,2,7448,506,208ff
,,,,,,7449,,
884,Ditransitive,,neutral,2891,2,7450,576,
,,,,,,7451,,
885,Ditransitive,,neutral,2892,2,7452,519,
886,Ditransitive,,,2887,2,7453,694,
887,Ditransitive,,indirective,2893,2,7454,672,
888,Ditransitive,,,2894,2,,686,
889,Ditransitive,,a marked-nominative lg.; indirective,2896,2,7455,627,
,,,,,,7456,,
890,Ditransitive,,"complicated case-marking system, my (MH) analysis:
                 NOM          ACC            OBL(ERG/DAT)
m.inan.       -∅              -∅                -i
m.an.          -∅              -i                  -i
f.                 -e              -e                 -e
pl.                -i               -u                 -u;                              A                   P/T             R
present tense:      NOM              ACC           OBL
past tense:            OBL              NOM           OBL
R differs from T both in present and past tense; indirective",2897,2,7457,750,
,,,,,,7458,,
891,Ditransitive,,"core args. are cross-referenced on the verb; R but not T is cross-referenced
no case marking on case arguments (S,A,P,T,R); 

secundative; 

only T can be incorporated (p. 275)",2898,2,7459,645,113
892,Ditransitive,,"or all Frachtenberg 1911???; verbal inflection is for the recipient, implying that it is a secundative lg.; locative adposition on full NP recipient sometimes occurs, but much less frequently than no-case-marking",2640,2,,608,
893,Ditransitive,,neutral,2652,2,7460,790,
,,,,,,7461,,
,,,,,,7462,,
,,,,,,7463,,
894,Allative construction,V R-all T-nom,This construction exists side by side with a double-object construction.,2593,2,7464,797,80
895,Ditransitive,,neutral,2598,2,7466,715,
896,Ditransitive,,"Mixed: The indirect object is marked by tɨ́ ‘to, for’, the secundative object is marked by nə̀ 'with'.",2603,2,7468,743,
,,,,,,7469,,
,,,,,,7467,,
897,Ditransitive,,or all Redden 1980???; neutral,2659,2,7470,721,
,,,,,,7471,,
,,,,,,7472,,
898,Ditransitive,,mixed; # here ‘give’ agrees with (indexes) ‘you’ but not ‘mat’ - does this make the construction primative? perhaos a way to approach this is by saying that indexing only counts if there is no case-marking. (but is there case-marking here?),2697,2,7473,542,
,,,,,,7474,,
899,Ditransitive,,"Davies 1981b or all Davies 1981a (Davies, H. John. 1981a. The Syntax of the Simple Sentence in Kobon. Papers in New Guinea Linguistics 21, Pacific Linguistics, Series A-61. Canberra: Australian National University.)???; 

T and R are not distinguished morhologically or syntactically; 

neutral",2715,2,7475,570,109
,,,,,,7476,,
,,,,,,7477,,
,,,,,,7478,,
,,,,,,7479,,
900,Ditransitive,,TABS/ACC RLOC; indirective,2726,2,7480,710,
901,Ditransitive,,,2738,2,7481,678,
,,,,,,7482,,
,,,,,,7483,,
,,,,,,7484,,
902,Ditransitive,,indirective,2743,2,7485,541,
903,Ditransitive,,"Ditransitive verbs cross-reference the R in the verb by object forms of the verbal pronominal prefixes; the T is not cross-referenced in the verb, but if present as an external NP, is marked as accusative forms of the class-case prefixes and/or number suffixes. The R is also accusative-marked.",2751,2,7486,679,64
,,,,,,7487,,
904,Ditransitive,,indirective,2763,2,7488,530,
,,,,,,7489,,
905,Ditransitive,,or all Brown 2001; indirective,2789,2,7490,555,
906,Ditransitive,,secundative,2807,2,7491,647,
,,,,,,7492,,
,,,,,,7493,,
907,Ditransitive,,indirective,2834,2,7494,728,
,,,,,,7495,,
,,,,,,7496,,
,,,,,,7497,,
908,Ditransitive,,indirective,2672,2,7498,625,
909,Ditransitive,,indirective,2649,2,7499,709,
910,Ditransitive,,indirective,2724,2,7500,760,
911,Ditransitive,,cf Osada 1992 p. 93-94 unclear,2773,2,,702,
912,Ditransitive,,neutral,2799,2,7501,604,
