Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
7128,2655,,qawhó-nu-kka orħánko téeħí,,man-DAT-FOC spear gave,qawhó-nu-kka orħánko téeħí,I gave the man a spear.,,,520,79
7129,2656,,M̀má á nɔ̀̂̂ èté èkpàt,,woman AGR give man bag,M̀má á nɔ̀̂̂ èté èkpàt,The woman has given the man a bag.,,,780,195
7130,2657,,warra-pa pháta tee-hí či nawe-má-a,,son-ERG plantain give-PST REF mother-LOC-DAT,warra-pa pháta tee-hí či nawe-má-a,The boy gave the plantain to his mother.,,"(also p. 120, 23)",621,67
7131,2658,,y-ovog-i Nompwat nvag,,3SG-give-CONST Nompwat food,y-ovog-i Nompwat nvag,She gave the food to Nompwat.,,,565,202
7132,2658,,y-ovon-[oc] [nvag],,3SG.PAST-give-2SG.OBJ food,y-ovon-[oc] [nvag],She gave you the food.,,,565,202
7133,2660,,saa sdi sara vei rau,,ASP give MODIF to 3DU,saa sdi sara vei rau,(The fish) was given to them two,,,582,152
7134,2661,,J’ai donné le livre à Pierre.,,I've given the book to Pierre,J’ai donné le livre à Pierre.,I gave the book to Pierre.,,,,
7135,2662,,taa ní Usmán borám,,3SG.PF give Usman maize,taa ní Usmán borám,He gave maize to Usman.,,,693,24
7136,2662,,náá ní ɲét-í taa ɓé-mo tók,,1SG.PF give [man-FOC 3SG.PF come-DET] food,náá ní ɲét-í taa ɓé-mo tók,I gave food to the man who came.,,,693,30
7137,2663,,awai dorsaa dannaa-s immides,,father sheep judge-REL give.PST,awai dorsaa dannaa-s immides,Father gave the sheep to the judge.,,,634,378
7138,2664,,Kukou gira-girapu-na bero-na nani mena-na i-vere-i-i,,dog MOD-mange-3SG bad-3SG that ripe-3SG 3.NPRS-give-TR-3SG.OBJ,Kukou gira-girapu-na bero-na nani mena-na i-vere-i-i,"She gave that ripe one to a poor, mangy dog.",,,676,312
7139,2904,,Kamau nĩ-a-he-ir-e Njeri ibuku,,Kamau PCL-3SG-give-CMPL-FV Njeri book,Kamau nĩ-a-he-ir-e Njeri ibuku,Kamau gave Njeri a book.,,,689,141
7140,2665,,o ũ fe kohawe,,3SG 3SG give CLS.lie.down.DF,o ũ fe kohawe,She gave him a place to lie down.,,(see also p. 146),657,91
7141,2665,,a ũ mĩ fe,,3PL 3SG.O.her CLS.O.it give,a ũ mĩ fe,They will give it to her.,,,657,148
7142,2666,,ngang-bi-n-da-addi,,give-FUT-1PL.ACC-CLF-PAUI,ngang-bi-n-da-addi,He’ll give it to us.,,,675,197
7143,2666,,ngang-nginy-ji,,give-1SG.NOM/2SG.ACC-CLF,ngang-nginy-ji,I gave it to you.,,,675,102
7144,2666,,ngang-bi-nggi-di,,give-FUT-2SG.ACC-CLF,ngang-bi-nggi-di,He’ll give you it.,,,675,197
7145,2666,,nganyi-ngga yoowodoo manyi ngangli,,I-ERG man food I.gave,nganyi-ngga yoowodoo manyi ngangli,I gave the man food.,,,675,335
7146,2667,,hĩ Do Nyema,,give Do Nyema,hĩ Do Nyema,Give Nyema to Do.,,,640,103
7147,2668,,e-meʔẽ šé ve peteĩ´ gàllo-ʔí retimã´,,IMPV-give I to one rooster-child leg,e-meʔẽ šé ve peteĩ´ gàllo-ʔí retimã´,Give me a chicken leg!,,"(also p. 184, 185)",616,156
7148,2669,,à b-àr Músà də̀ kwàɓà k Xàlímà,,AF give-3SG.OBJ Musa OBJ money DAT Xalima,à b-àr Músà də̀ kwàɓà k Xàlímà,Musa gave money to Xalima.,,,11642690839,p.c.
7149,2670,,ŋa:ɖa ŋura:w wiɖi:r gi:bar,,I.ERG give.FUT meat.ACC boy.ACC,ŋa:ɖa ŋura:w wiɖi:r gi:bar,I will give meat to the boy.,,,593,297
7150,2671,,milk njibu-wu-ni,,milk 1AUG.A/3MIN.O-give-PRE,milk njibu-wu-ni,We gave her milk.,,"(also p. 76, 105, 245)",615,38
7151,2673,,Bill-ga qugiin-ee Laangaa kl 7isda-gan,,Bill-to book-DEF his I give-Past,Bill-ga qugiin-ee Laangaa kl 7isda-gan,I gave Bill his book.,,"(also p. 316, 453)",598,374
7152,2674,,A-yai wid bak dani,,2SG-take banana to me,A-yai wid bak dani,Give me a banana.,,,723,47
7153,2675,,Mun yi wà sarkii arkìi,,we did for chief work,Mun yi wà sarkii arkìi,We did work for the chief.,,,659,75
7154,2675,,Yaa kaawoo manà àbinci.,,he.PST bring to.us food,Yaa kaawoo manà àbinci.,He brought us food.,,,659,75
7155,2677,,vlá-n-vlá mbítsá tá kóɓù tá mbáká,,give-3-give Mbitsa OBJ money OBJ Mbaka,vlá-n-vlá mbítsá tá kóɓù tá mbáká,Mbitsa gave money to Mbaka.,,,610,182
7156,2678,,Yosi naten l-o et ha-sefer.,,Yosi gave to-him ACC the-book,Yosi naten l-o et ha-sefer.,Yosi gave him the book.,,,10157389346,
7157,2680,,kɔ̝̀nɔ̝́k-ìn náupáŋ púon à pé:k,,Kanak-ERG boy cloth ? gave,kɔ̝̀nɔ̝́k-ìn náupáŋ púon à pé:k,Kanak gave the boy cloth.,,,592,48
7158,2680,,ràm-á kúomàh pé:rɔ̝̀h,,Ram-GEN to give,ràm-á kúomàh pé:rɔ̝̀h,Give it to Ram.,,"For kúomàh, see p. 85.",592,48
7159,2681,,kuv muab nyaj rua miv nyuab,,I give money DIR child child,kuv muab nyaj rua miv nyuab,I give money to the child.,,,622,186
7160,2682,,Poní mahu Amina ria koburu,,give.3PL.OBJ sweet.potato Amina ART child,Poní mahu Amina ria koburu,Amina gave the children sweet potato.,,,573,191
7161,2682,,Sumi valé te Amina rao karua igara.,,PRF give.3PL.OBJ PRP Amina 1SG two fish,Sumi valé te Amina rao karua igara.,I have given two fishes to Amina.,,,573,191
7162,2683,,də niλ̄-ǻr t'ex̂ is-t'i-i,,me give-FUT book sibling-OBL-DAT,də niλ̄-ǻr t'ex̂ is-t'i-i,I give the book to (my brother).,,(see also p. 124),804,45
7163,2683,,α̊bu-l ož̊̌-di-i t'ex̓̂ niλ̄-ər,,father-ERG boy-OBL-DAT book give-PRET,α̊bu-l ož̊̌-di-i t'ex̓̂ niλ̄-ər,Father gave the boy a book.,,,804,124
7164,2684,,Òbí nyère Chíké egó,,Obi give Chike money,Òbí nyère Chíké egó,Obi gives Chike money.,,,736,140
7165,2685,,maa be eakwa nyabukwa-a nyarama-ke,,give PST man.NOM book-ACC girl-DAT,maa be eakwa nyabukwa-a nyarama-ke,The man gave the book to the girl.,,,752,47
7166,2686,,sabla ka-m fa-ai-h-ual-u,,two 1-GL CL-give-REC-DL-IMP,sabla ka-m fa-ai-h-ual-u,Give me two.,,,747,125
7167,2687,,cuo cun-ga axča delar,,he.ERG he-ALL money.ABS gave,cuo cun-ga axča delar,He gave him money.,,,696,194
7168,2688,,i hhar-ta han-m-iis dí-r hhawata,,S.3 stick-F1:CON give-DIR-3SG.M.PRS place:CON-F man,i hhar-ta han-m-iis dí-r hhawata,He gives the sticks to a man.,,,687,99
7169,2688,,dī-r-óg-i,,place-F-2SG.POSS-DIR,dī-r-óg-i,to you,,(also p. 121),687,110
7170,2688,,sawadi inós-u-síngi haniseek,,present he-DEM2-DIR give,sawadi inós-u-síng-i haniseek,Give him there a present.,,,687,114
7171,2688,,muungay g-u-na 'ameni-r-i haníis,,bracelet O3-OM-PAST woman-F-DIR give.3SG.M.PAST,muungay g-u-na 'ameni-r-i haníis,He gave the woman a bracelet.,,"(also p. 245, 284)",687,244
7172,2827,,múmbín á-tsə̀-βɛ´ɛ´γ-ə́ mwânə̀ ínámə̀ γì ɲámə̀,,hunter 3SG-PAST-give-STEM child haunch of meat,múmbín á-tsə̀-βɛ´ɛ´γ-ə́ mwânə̀ ínámə̀ γì ɲámə̀,The hunter gave the child a haunch of meat.,,,638,62
7173,2689,,t-in-tz'aj ixi'im t-a' winik-ej,,COMPL-1SG.ERG-give corn to-ART man-TOP,t-in-tz'aj ixi'im t-a' winik-ej,I gave corn to the man.,,"(also p. 265, 316)",633,191
7174,2690,,ae ka-keŋ mɔg e-deŋ ŋɔʔ ŋapale,,I 1SG-give taro 3SG-reach POSS.1SG child,ae ka-keŋ mɔg e-deŋ ŋɔʔ ŋapale,I gave taro to my child.,,,733,287
7175,2691,,ngayug bun-ngarna-ny thanthu marlayi,,I 3PL>1SG-give-PAST DEM woman,ngayug bun-ngarna-ny thanthu marlayi,They gave me that woman.,,,745,170
7176,2692,,i ∅ kila die(n) sɔŋ na munu,,3SG PFV thousand one give 1SG to,i ∅ kila die(n) sɔŋ na munu,She gave me a thosand (scil. francs).,,(also p. 198-199),778,126
7177,2693,,ŋai33 khji33 eʔ55 lai31ka33 ja33 sǎ33ŋai,,I he to book give PTCL,ŋai33 khji33 eʔ55 lai31ka33 ja33 sǎ33ŋai,I gave him a book.,,(also p. 407),568,408
7178,604,,Ngunya-nga-nu wurraku ngima-rni babirdimi-rni nginda-baja-rna wawa-la-rna,,give-1SG-did 3PL.ACC that-FOC yam-FAC that-PL-DAT child-PL-DAT,Ngunya-nga-nu wurraku ngima-rni babirdimi-rni nginda-baja-rna wawa-la-rna,I gave this yam to the children.,,,11643100307,205-207
7179,604,,"Wunya-nga-ju ngabulu wawa kurlukurla jalyamingka, jumurrdku ngunya-nga-ju.",,give-1SG-do breast child small baby milk give-1SG-do,"Wunya-nga-ju ngabulu wawa kurlukurla jalyamingka, jumurrdku ngunya-nga-ju.",I’m giving breast milk to the little baby.,,,11643100307,205-207
7180,2694,,Dà'ámá jàn /'àn ha bá kò màrì,,child good give his father TR money,Dà'ámá jàn /'àn ha bá kò màrì,The good child gave his father money.,,,578,23
7181,2695,,kyan moñeq u-ñ-r̃i r̃i ramat r̃a-moul kyan malal,,I food 1SG.SUBJ-give-3PL.OBJ PL person 3PL.SUBJ-work I garden,kyan moñeq u-ñ-r̃i r̃i ramat r̃a-moul kyan malal,I’ll give food to the people who work in my garden.,,(see also p. 214),730,209
7182,2696,,Ngath garkoez-ipa woerab manin,,I.ERG man-DAT coconut gave.SG,Ngath garkoez-ipa woerab manin,I gave the coconut to the man/ the men.,,,562,15
7183,2698,,ywyrapar-a o-me'eŋ kara'iw-a upe,,bow-N 3-give non.Indian-N DAT,ywyrapar-a o-me'eŋ kara'iw-a upe,I gave the bow to the non-Indian. (Portuguese: Eu deu o arco ao não-indio.),,(also p. 157),749,72
7184,2700,,bà-āā nɛ̀ zḭ́á̰ píá zím,,3PL-PROG give food PL ancestral.spirit,bà-āā nɛ̀ zḭ́á̰ píá zím,Someone is giving food to the ancestors.,,,639,203
7185,2700,,māā nɛ̀ zḭ́á̰ ŋwíí,,1SG.PROG give food child,māā nɛ̀ zḭ́á̰ ŋwíí,I am feeding a baby.,,,639,306
7186,2701,,sus'i:la tanna priyani-ge insulin koTTaLu.,,Susheela REF.POSS lover-DAT insulin give.PST.3SG.F,sus'i:la tanna priyani-ge insulin koTTaLu.,Susheela gave insulin to her lover.,,,11643308537,161
7187,2704,,vɛ̄ dʌ́ (pè) Khōmɛ̀ rɯ̄,,1SG give ASP Khome silver,vɛ̄ dʌ́ (pè) Khōmɛ̀ rɯ̄,I give Khome money.,,(also p. 86),761,155
7188,2705,,ki gänã-š iw,,your mother-DAT give,ki gänã-š iw,Give it to your mother.,,,526,327
7189,2705,,ku-šə iwəγw,,you-DAT I.gave,ku-šə iwəγw,I gave it to you.,,,526,327
7190,2705,,nay-zə ankwä bərrə iwãkw,,you-DAT five dollar I’ll.give,nay-zə ankwä bərrə iwãkw,I’ll give you five dollars.,,(also p. 345),526,327
7191,2706,,Wə gùsúŋ hàrgá á murúŋ̍ bà,,he buy goat to wife NEG,Wə gùsúŋ hàrgá á murúŋ̍ bà,He did not buy his wife a goat. (German: Er kaufte seiner Frau keine Ziege.),,,513,207
7192,1088,,bu naʔn' daɔvijaq,,he bread she.give.PST,bu naʔn' daɔvijaq,She gave him bread. (German: Brot gab sie ihm.),,,788,324
7193,1088,,bu tɔʔn sɛl' davaq,,he reindeer I gave,bu tɔʔn sɛl' davaq,I gave him a reindeer (as a present). (German: Ein Rentier schenkte ich ihm.),,,788,324
7194,2708,,Xüü öcigdõr oxin-d nom ög-sön,,boy yesterday girl-DAT book give-PERF,Xüü öcigdõr oxin-d nom ög-sön,The boy gave a book to the girl yesterday.,,,767,170
7195,2709,,ʔuu hiikay ya ŋa ka ktien phareŋ,,he teach OBJ me ART language English,ʔuu hiikay ya ŋa ka ktien phareŋ,He teaches me English.,,,720,124
7196,2709,,ʔuu kdew ya ŋa ka lutii š ka noŋrit,,he show OBJ me ART way to ART village,ʔuu kdew ya ŋa ka lutii š ka noŋrit,He shows me the way to the village.,,,720,125
7197,2711,,kə̀ə pńʔàh nàa yʌ̀ʌ tráak,,he give she with buffalo,kə̀ə pńʔàh nàa yʌ̀ʌ tráak,He gave her a buffalo,,,766,105
7198,2711,,nàa ùun kə̀ə tèʔ kmúul,,she give [he POSTP] the.money,nàa ùun kə̀ə tèʔ kmúul,She gave him the money.,,,766,p.c.
7199,2712,,ku-sake-si-simia tobaki,,you-give-PL-all tabacco,ku-sake-si-simia tobaki,You give tabacco to all of them.,,,751,35
7200,2712,,e-seki luleta yena guyau,,he-gives his.sister fish chief,e-seki luleta yena guyau,The chief gives his sister the fish.,,,751,110
7201,2712,,gala ba-sake-m buva,,NEG 1SG-give-2SG betelnuts,gala ba-sake-m buva,I won’t give you betelnuts.,,(also p. 114),751,111
7202,2713,,i angan teuaarei te m'ane,,1SG give that.man ART money,i angan teuaarei te m'ane,I gave that man the money.,,,618,110
7203,2714,,di-dacc'-a ʔa-n honk-s sʔewanʔ-a,,REDUP-good-OBJ DECL-I that-OBJ give.PL-IND,di-dacc'-a ʔa-n honk-s sʔewanʔ-a,I gave him  good ones.,,,734,662
7204,2716,,avễ ava-kï orï puvï koḍïtatï,,He(NOM) she-DAT one flower(NOM) give,avễ ava-kï orï puvï koḍïtatï,He gave her a flower.,,,594,41
7205,2717,,Gu agarabo mene yafo-rumu adiya-ne-khe?,,you thing this who-son give-2SG.FUT-Q,Gu agarabo mene yafo-rumu adiya-ne-khe?,Whom will you give this thing?,,,800,43
7206,2717,,Khalufo doü nuf-o ri me-adiya,,yesterday sago me-GEN to come-give.3SG.NONFUT,Khalufo doü nuf-o ri me-adiya,Yesterday he gave sago to me.,,,800,51
7207,2719,,Malanda gé:ní mbwa kwe menó,,Malanda give dog to me,Malanda gé:ní mbwa kwe menó,Malanda gives me the dog. (French: Malanda me donne le chien.),,,665,180
7208,2719,,ga:ná mbwa kwe Ngu:nu,,give dog to Ngu:nu,ga:ná mbwa kwe Ngu:nu,Give the dog to Ngunu. (French: Donne le chien à Ngu:nu.),,,665,180
7209,2720,,ra:ja ra:ma-ke sita-ke ji-khe-nec,,king Ram-OBJ Sita-OBJ give-PAST-PERSON,ra:ja ra:ma-ke sita-ke ji-khe-nec,The king gave Sita to Ram.,,,692,46
7210,2722,,nu ife-kha misafi gup-tekhé fédo-p,,I this-ATTR thing you-to give-1SG.INTENT,nu ife-kha misafi gup-tekhé fédo-p,I want to give there things to you.,,,801,82
7211,2722,,mbisi-fekha nu fédo-m,,axe-one me give-2SG.IMP,mbisi-fekha nu fédo-m,Give me a steel axe!,,,801,105
7212,2723,,àdá-ŋ kìttáabà ò-níimō,,he.gave-TR book DAT-mother,àdá-ŋ kìttáabà ò-níimō,He gave the mother the book.,,"(also p. 268, 373)",84,145
7213,2725,,mátat tín ŋɛrɔ ŋɔ́tɛ̂,,leader give child mother,mátat tín ŋɛrɔ ŋɔ́tɛ̂,The leader gave the child to the mother.,,,561,125
7214,2725,,bɔdɔ tıkın-dá lɛpɛ́ŋ bɔ́ŋgɔ́,,expert give-QUAL him cloth,bɔdɔ tıkın-dá lɛpɛ́ŋ bɔ́ŋgɔ́,The expert gave him cloth.,,"(also p. 11, 81)",561,124
7215,2727,,dark-oa-m ikka baya-si bia (k)išo-ke,,woman-the-the son bad-to water give-AOR,dark-oa-m ikka baya-si bia (k)išo-ke,The woman gave water to her bad son.,,(also p. 47),534,14
7216,2729,,'emeru meru kwate-a boo ba'ita fa-na,,we 1PL.SUBJ give-3SG.OBJ pig big for-3SG,'emeru meru kwate-a boo ba'ita fa-na,We gave him a big pig.,,,651,30
7217,2729,,kwate-a fa-na wane,,give-3SG.OBJ for-3SG man,kwate-a fa-na wane,Give it to the man.,,,651,33
7218,2729,,kwate-a me'e boo fa-na wane,,give-3SG.OBJ TAM pig for-3SG man,kwate-a me'e boo fa-na wane,Give the man a share of pork.,,,651,150
7219,2730,,ŋe ṭhuggu-ələ pene təŋŋət,,I.ERG child-DAT money(ABS) give,ŋe ṭhuggu-ələ pene təŋŋət,I give money to the child.,,,658,70
7220,2731,,buttal dušnin lu bullunni,,father.ERG girl.DAT book give,buttal dušnin lu bullunni,The father gave the daughter a book.,,,799,41
7221,2734,,Go kaju-ká kám zo bi.,,1SG dog-LOC little.bit food give,Go kaju-ká kám zo bi.,I gave so food to the dog.,,,716,711
7222,2735,,Ruš-a gadadi-z cük ga-na.,,girl-ERG boy-DAT flower give-AOR,Ruš-a gadadi-z cük ga-na.,The girl gave a flower to the boy.,,,508,88
7223,2736,,ʔú'ən,,give,ʔú'ən,to give somebody something,,,511,159
7224,2736,,ʔúm'ən-c-as kw-s-Mom tikk̮'wál̮'usa,,give-1SG.OBJ-3SG.SUBJ X-ART-Mom ART.basket,ʔúm'ən-c-as kw‿s-Mom ti‿kk̮'wál̮'us‿a,Mom gave me a basket.,,,511,229
7225,2736,,ʔúm'n-as kw-s-ʃam tic'qáx̌ʔa,,give-3SG.SUBJ ART-X-Sam horse,ʔúm'n-as kw‿-s-ʃam ti‿c'qáx̌ʔ‿a,He gave Sam a horse.,,,511,229
7226,2737,,i da-w-ik arnikgan mimilung d-∅-inymuldi-rri=wany,,yes DEF-G1-DISTAL old.woman teacher 1MIN.OBJ-3.SUBJ-give-PAST.IMPFV=DUR,i da-w-ik arnikgan mimilung d-∅-inymuldi-rri=wany,"Yes, that old woman always used to give me tucker",,,624,103
7227,2739,,ŋwa33 la33 su44 tɛ55 tho21ɣɯ21 gɯ21 o44,,I come NML2 OBJ book give PFV,ŋwa33 la33 su44 tɛ55 tho21ɣɯ21 gɯ21 o44,I gave the person who came a book.,,(also p. 227),552,229
7228,2599,,Da-siki-fa no ly-myn.,,I-give-FUT it him-BEN,Da-siki-fa no ly-myn.,I will give it to him.,,"(also p. 55, 84, 109ff, 65)",713,56
7229,2741,,yo itɛwɛ ɛnɛyan ilɛ ɛtɛ iy.,,I 1SG.give food 3SG.go to he,yo itɛwɛ ɛnɛyan ilɛ ɛtɛ iy.,I gave food to him.,,,619,53
7230,2741,,yo itɛeɛy ilɛ ɛtɛ iy,,I 1SG.give 3SG.go to he,yo itɛeɛy ilɛ ɛtɛ iy,I gave it to him.,,,619,53
7231,2741,,iy ipwɛy imɛ ɛtɛ yo.,,he 3SG.say 3SG.come to me,iy ipwɛy imɛ ɛtɛ yo.,He said it to me.,,,619,129
7232,2740,,Tai hou na ho ade-a wini-o?,,what thither 3SG IRR give-3SG DDAT-2SG,Tai hou na ho ade-a wini-o?,What will I give you?,,,630,555
7233,2742,,n-e-enka mwaana mukaanda,,1SG-PST-give child book,n-e-enka mwaana mukaanda,I gave the child a book. (?),,,613,5
7234,2742,,n-a-mw-iinka mukaanda,,1SG-PST-3SG.OBJ-give book,n-a-mw-iinka mukaanda,I gave him/her a book.,,,613,6
7235,2744,,né ne mesʾápp-ó ʔóó-m ʔing-é-y,,2SG.NOM 2SG.GEN book-ABS who-DAT give-PFV-Q,né ne mesʾápp-ó ʔóó-m ʔing-é-y,To whom did you give your book?,,"(also p. 62, 201)",521,86
7236,2745,,Jesus-ya tî-maimu tîrî-ʾpî tî-n-aipontî'-san pia,,Jesus-ERG REFL-word give-PST 3RF-NOM-send-NOM to,Jesus-ya tî-maimu tîrî-ʾpî tî-n-aipontî'-san pia,Jesus gave his word to those he had sent.,,,516,39-40
7237,2745,,i-tîrî-'pî-i-ya,,3.OBJ-give-PST-3.SBJ-ERG,i-tîrî-'pî-i-ya,He gave it (to him).,,,516,66
7238,2745,,i-tîrî-'pî-u-ya,,3.BJ-give-PST-1.SUBJ-ERG,i-tîrî-'pî-u-ya,I gave it to him.,,,516,84
7239,2746,,Hasan a-barriq pesse ḍaq kanaq jhuwa.,,Hasan AV-give money to child that,Hasan a-barriq pesse ḍaq kanaq jhuwa.,Hasan gave money to that child.,,"(also p. 52, 53)",572,25
7240,2747,,pi-taà nu-che antesjo,,2SG-give 1SG-to spyglass,pi-taà nu-che antesjo,Give me the spyglass.,,,798,49
7241,2748,,həm hun-ka kitab də-it ch-iəinh,,I he-DAT book give-IMPF AUX.PRES-1>3HON,həm hun-ka kitab də-it ch-iəinh,I gave him a book.,,,796,492
7242,2749,,hif-i·=bit=s Maria cʾakwa·-qapt,,ROOT-give=PAST=1SG.IND Maria one-round.object,hif-i·=bit=s Maria cʾakwa·-qapt,I gave Maria a dollar.,,,569,121 (to 124)
7243,2750,,ma tzaj t-q'o-˥n Mal xkoo˥ya w-ee-ky',,RECP 3SG.ABS 3SG.ERG-give-DIR Maria tomato 1SG-DAT-1SG,ma ∅-tzaj t-q'o-˥n Mal xkoo˥ya w-ee-ky',Maria gave me a tomato.,,(also 183),597,279
7244,2753,,I hoatu ahau i te maaripi ki tana hoa maa Hone,,TA give I ACC the knife to his friend for John,I hoatu ahau i te maaripi ki tana hoa maa Hone,I gave the knife to John’s friend for John.,,,533,272
7245,2753,,I hoatu a Mere i te keke ki (or maa) tana tama.,,TA give ART Mary ACC the cake to (or to) her son.,I hoatu a Mere i te keke ki (or maa) tana tama.,Mary gave the cake to her son.,,,533,272
7246,2754,,karawala ngiye nimpe wut atu,,money I.FUT you.OBJ give FUt.AUX,karawala ngiye nimpe wut atu,I shall give you some money.,,,776,34
7247,2754,,tyikirit kengi=na wut ayi,,cigarette I.NFUT=him.OBJ give PST.AUX,tyikirit kengi=na wut ayi,I gave him a cigarette.,,"(also 50, 54, 60)",776,49
7248,2754,,kantu yawa tyinta kanga=na wut ayi,,man that spear he.NFUT=him.OBJ give PST.AUX,kantu yawa tyinta kanga=na wut ayi,He gave the spear to that man.,,"OBJ.AGR with R, but since this is restrickted to animate NPs, we don´t know whether R behaves differntly from T (which is never in practice human)",776,70
7249,2755,,Sudhā-lā phula de,,Susha-DAT flower give.IMP,Sudhā-lā phula de,Give flowers to Sudha.,,-lā also for defnite/animate DOs,707,292
7250,2755,,āʤī nātwā-lā goṣṭa sāŋgte āhe,,grandmother grandson-DAT story telling AUX,āʤī nātwā-lā goṣṭa sāŋgte āhe,Grandmother is telling a story to the grandson.,,,707,136
7251,2756,,ʔiipaa-ny-sh qwaaq kyaa-m,,man-DEM-SBJ deer shoot-REAL,ʔiipaa-ny-sh qwaaq kyaa-m,The man shot the/a  deer.,,,449,41
7252,2756,,Heather-sh Pam kwnhi aay-m,,Heather-SBJ Pam basket give-REAL,Heather-sh Pam kwnhi aay-m,Heather gave a basket to Pam.,,both IO and DO unmarked,449,42
7253,2756,,Pam-sh kwnho m-aay-m,,Pam-SBJ basket 2-give-REAL,Pam-sh kwnho m-aay-m,Pam gave you the basket.,,"the verb agrees with the IO, not with the DO",449,42
7254,2757,,ʿUa tuku ia te tama ʿi te kui,,PRF give 3SG.SUBJ ART child OBJ ART mother,ʿUa tuku ia te tama ʿi te kui,He gave the child to the mother.,,"direct-object marking is omitted in imperatives, and also if there may be some confusion between direct and indirect",668,874
7255,2758,,Rogeriu mene-ta tʃapa dabipa,,Rogeriu give-IMP fish two,Rogeriu mene-ta tʃapa dabipa,Give Rogeriu two fish.,,,605,50
7256,2758,,txura epepe Ivan mene-a-ʃ,,pig 1 Ivan give-PAST-3,txura epepe Ivan mene-a-ʃ,He gave Ivan a pig.,,(also 115),605,109
7257,2759,,con chami-∅ mibi mene-nu,,1.GEN daughter-ABS 2.ABS give-INTENT.1,con chami-∅ mibi mene-nu,I´m going to give you my daughter. (or I´m going to give you to my daughter.),,,607,381-382
7258,2760,,au m-kom am m-kah m-me,,she 3-write letter 3-for 3-mother,au m-kom am m-kah m-me,She writes a letter to/for her mother.,,,46005469580,205
7259,2761,,almɛg ya-g ndɨ ŋgiɲ birŋgá-ndə,,meat give-IMPV you.ERG this old.man-DAT,almɛg ya-g ndɨ ŋgiɲ birŋgá-ndə,You give this meat to the old man!,,,583,371/373
7260,2762,,àdə̅ gúsə̀ bɔ̀ɔ̅-ǹ,,gave money father-his,àdə̅ gúsə̀ bɔ̀ɔ̅-ǹ,He gave the money to his father.,,,650,
7261,2762,,àdə̅ bɔ̀ɔ̅-ǹ gúsə̀,,gave father-his money,àdə̅ bɔ̀ɔ̅-ǹ gúsə̀,He gave the money to his father (?),,The free word order can in principle lead to ambiguity: M-àdə̅ ɓón̅g ngo̅n ‘I gave the hybra to the boy / I gave the boy to the hybra.’,650,
7262,2764,,fé kpaná we,,give Kpana to,fé kpaná we,Give it to Kpana.,,fé indirective,641,65
7263,2764,,nyá gɔ́ a pɛ́nɛ,,me give with penny,nyá gɔ́ a pɛ́nɛ,Give me a penny.,,kɔ́ secundative,641,119
7264,2764,,pɛ́nɛ ve ndopói we,,penny give child to,pɛ́nɛ ve ndopói we,Give the child a penny.,,fé indirective,641,119
7265,2764,,mbeé ji ve kpaná we,,rice this give Kpana to,mbeé ji ve kpaná we,Give their rice to Kpana.,,fé indirective,641,119
7266,2764,,Kpanâ gɔ́ a mbɛ̇íjî,,Kpana give with rice,Kpanâ gɔ́ a mbɛ̇íjî,Give Kpana this rice (lit. ‘with this rice’).,,,641,119 (or 158)
7267,2765,,kwaʔa=ní ɨ̃ɨ̃=ka ità nuù=na.,,give=2POL one=ADD flower to=1POL,kwaʔa=ní ɨ̃ɨ̃=ka ità nuù=na.,Give me another flower please.,,preposition body-part-item nuù (see also p. 111),671,175
7268,2766,,mə́n tsàa mír Kasham,,I give money Kasham,mə́n tsàa mír Kasham,I gave money to Kasham.,,,744,295
7270,2768,,Betty-auka panana-a u-maka Tom-auka=tɪa,,Betty-ACC banana-ACC 3SG.ACC-give Tom-ACC=also,Betty-au ̎ka panana-a u-maka Tom-au ̎ka=tɪa,"Give a banana to Betty, and to Tom too.",,"(see also p. 25, 132f, 140)",698,30
7271,2768,,Bettyʜi kumaza'-a i-maka-ti.,,Betty(NOM) bread-ACC 1SG.ACC-give-TNS,Bettyʜi kumaza'-a i-maka- ̎ti,Betty gave me bread.,,,698,23
7272,2769,,u-p-ik-em,,3SG.F.SUBJ.AG-give-3PL.REC-3PL.THM,u-p-ik-em,,,,181,54 ?
7273,2769,,Manumbiam nuŋunámbo kurúmbe ndeip aka kuande naka kanandúŋge upikem.,,Manumbiam wife children coconuts and bananas and taros she.gave.them.to.them,Manumbiam nuŋunámbo kurúmbe ndeip aka kuande naka kanandúŋge upikem.,"Manumbiam's wife gave the children coconuts, bananas and taros. (German: Manumbian's Frau hat den Kindern Nüsse, bananen und Taro gegeben.)",,(also p. 54),181,9
7274,2770,,Yäe tye-te jiri-s kirijka yäetyiʾ otyiʾ,,1SG give-3M.OBJ one-F book[F] 1SG.M brother,Yäe tye-te jiri-s kirijka yäetyiʾ otyiʾ,I gave a book to my brother.,,,737,153f
7275,2771,,nii ong miika o-m-i-ng,,1SG DEM+M betel give-1O-2A-PAUC/DL+IMP,nii ong miika o-m-i-ng,Give that betel mixtual (in your mouth) to me.,,,701,118
7276,2772,,hɛ̅ súŋkù hīŋ yɛ́l-yà,,donner argent donner enfant-POSS.3SG,hɛ̅ súŋkù hīŋ yɛ́l-yà,Il a donné l’argent à son entfant.,,(also p. 510),596,511
